PLAYER_ID,SITEID,MINDATE,MAXDATE,TABLETHEO,SLOTTHEO,SLOTACTUAL,TABLEWIN,ROOM,FANDB,SHOW,OTHER,BIRTHDAY,YEAR,TOTALTHEO,TOTALCOMP,TOTALEARNINGS
846,3,20-Mar-02,22-Mar-02,176.79,1367.34,2828,200,0,0,0,0,19-Jan-56,2002,1544.13,0,1544.13
846,6,22-May-04,27-May-04,94.13,1764.41,3405.25,900,577.74,0,0,0,19-Jan-56,2004,1858.54,577.74,1280.8
846,1,23-Jan-03,23-Jan-03,0,0,0,0,0,0,0,0,19-Jan-56,2003,0,0,0
846,8,23-May-04,23-May-04,0,0,0,0,137.26,0,0,0,19-Jan-56,2004,0,137.26,-137.26
846,6,26-May-03,26-May-03,0,0,0,0,0,9.47,0,0,19-Jan-56,2003,0,9.47,-9.47
846,8,26-May-03,26-May-03,0,0,0,0,0,152.03,0,0,19-Jan-56,2003,0,152.03,-152.03
848,4,14-Sep-02,15-Sep-02,319,54.49,165,350,180,0,0,0,27-Jan-63,2002,373.49,180,193.49
848,4,19-Feb-03,20-Feb-03,0,0,0,0,90,19.9,0,0,27-Jan-63,2003,0,109.9,-109.9
849,5,01-Dec-03,01-Dec-03,0,82.22,84.55,0,0,0,0,0,04-May-50,2003,82.22,0,82.22
849,5,02-Feb-03,02-Feb-03,0,176.02,26.65,0,0,0,0,0,04-May-50,2003,176.02,0,176.02
849,5,02-Jun-03,02-Jun-03,0,46.78,143.7,0,0,0,0,12,04-May-50,2003,46.78,12,34.78
849,5,02-Oct-04,02-Oct-04,0,155.14,191.4,0,0,0,0,0,04-May-50,2004,155.14,0,155.14
849,5,03-Apr-02,03-Apr-02,0,76.45,101.65,0,0,0,0,18,04-May-50,2002,76.45,18,58.45
849,5,03-Apr-04,03-Apr-04,0,73.01,-0.65,0,0,29.9,0,0,04-May-50,2004,73.01,29.9,43.11
849,5,03-Nov-02,03-Nov-02,0,126.99,76.5,0,0,0,0,0,04-May-50,2002,126.99,0,126.99
849,5,04-Mar-02,04-Mar-02,0,105.69,48.8,0,0,0,0,0,04-May-50,2002,105.69,0,105.69
849,5,04-Nov-04,04-Nov-04,0,21.55,57,0,0,0,0,0,04-May-50,2004,21.55,0,21.55
849,5,04-Oct-04,04-Oct-04,0,166.91,166.65,0,0,29.9,0,0,04-May-50,2004,166.91,29.9,137.01
849,5,05-Aug-02,05-Aug-02,0,73.45,108.5,0,0,0,0,0,04-May-50,2002,73.45,0,73.45
849,5,05-Jan-03,05-Jan-03,0,163.18,226.05,0,0,0,0,0,04-May-50,2003,163.18,0,163.18
849,5,05-Sep-04,05-Sep-04,0,71.7,75,0,0,0,0,0,04-May-50,2004,71.7,0,71.7
849,5,06-Jun-02,06-Jun-02,0,73.75,145.9,0,0,0,0,0,04-May-50,2002,73.75,0,73.75
849,5,06-Mar-04,06-Mar-04,0,63.18,200.2,0,0,0,0,0,04-May-50,2004,63.18,0,63.18
849,5,06-Oct-02,06-Oct-02,0,190.46,135.5,0,0,0,0,0,04-May-50,2002,190.46,0,190.46
849,5,07-Feb-04,07-Feb-04,0,111.25,22,0,0,0,0,0,04-May-50,2004,111.25,0,111.25
849,5,08-Mar-02,08-Mar-02,0,68.55,86.8,0,0,0,0,49.9,04-May-50,2002,68.55,49.9,18.65
849,5,09-Apr-04,09-Apr-04,0,91.93,79.7,0,0,0,0,0,04-May-50,2004,91.93,0,91.93
849,5,09-Jul-02,09-Jul-02,0,84.31,73.65,0,0,0,0,0,04-May-50,2002,84.31,0,84.31
849,5,10-Apr-02,10-Apr-02,0,145.44,-73.25,0,0,0,0,0,04-May-50,2002,145.44,0,145.44
849,5,10-Jul-02,10-Jul-02,0,62.24,136.45,0,0,0,0,0,04-May-50,2002,62.24,0,62.24
849,5,10-Nov-02,10-Nov-02,0,146.19,167.8,0,0,29.9,0,0,04-May-50,2002,146.19,29.9,116.29
849,5,10-Oct-04,10-Oct-04,0,145.84,298.55,0,0,0,0,0,04-May-50,2004,145.84,0,145.84
849,5,11-Dec-04,11-Dec-04,0,60.98,169.2,0,0,0,0,0,04-May-50,2004,60.98,0,60.98
849,5,11-Feb-03,11-Feb-03,0,101.53,84.65,0,0,0,0,0,04-May-50,2003,101.53,0,101.53
849,5,11-May-04,11-May-04,0,-18.23,-22.2,0,0,0,0,0,04-May-50,2004,-18.23,0,-18.23
849,5,12-Jul-03,12-Jul-03,0,78.66,102.8,0,0,0,0,0,04-May-50,2003,78.66,0,78.66
849,5,13-Apr-04,13-Apr-04,0,46.28,169.45,0,0,0,0,0,04-May-50,2004,46.28,0,46.28
849,5,13-Dec-03,13-Dec-03,0,69.91,59.5,0,0,0,0,0,04-May-50,2003,69.91,0,69.91
849,5,13-Oct-02,13-Oct-02,0,122.47,-47.2,0,0,0,0,0,04-May-50,2002,122.47,0,122.47
849,5,13-Oct-04,13-Oct-04,0,192.19,88.8,0,0,0,0,0,04-May-50,2004,192.19,0,192.19
849,5,14-May-02,14-May-02,0,113.53,86.6,0,0,0,0,0,04-May-50,2002,113.53,0,113.53
849,5,16-Feb-03,16-Feb-03,0,61.37,216.15,0,0,0,0,13,04-May-50,2003,61.37,13,48.37
849,5,16-Jul-02,16-Jul-02,0,156.97,-145.65,0,0,35.9,0,13,04-May-50,2002,156.97,48.9,108.07
849,5,16-Jun-03,16-Jun-03,0,30.98,-83.6,0,0,0,0,0,04-May-50,2003,30.98,0,30.98
849,5,16-Mar-03,16-Mar-03,0,45.16,84.05,0,0,0,0,0,04-May-50,2003,45.16,0,45.16
849,5,16-Sep-02,16-Sep-02,0,108.6,88.5,0,0,0,0,0,04-May-50,2002,108.6,0,108.6
849,5,18-Jun-02,18-Jun-02,0,43.17,101.45,0,0,0,0,14.95,04-May-50,2002,43.17,14.95,28.22
849,5,18-Mar-02,18-Mar-02,0,151.98,107.4,0,0,0,0,0,04-May-50,2002,151.98,0,151.98
849,5,18-Oct-04,18-Oct-04,0,50.79,-10.1,0,0,0,0,0,04-May-50,2004,50.79,0,50.79
849,5,18-Sep-04,18-Sep-04,0,86.66,88.25,0,0,29.9,0,0,04-May-50,2004,86.66,29.9,56.76
849,5,19-Aug-02,19-Aug-02,0,48.06,84.95,0,0,0,0,0,04-May-50,2002,48.06,0,48.06
849,5,19-May-03,19-May-03,0,92.43,146.7,0,0,0,0,0,04-May-50,2003,92.43,0,92.43
849,5,19-Nov-04,19-Nov-04,0,52.88,20.25,0,0,0,0,0,04-May-50,2004,52.88,0,52.88
849,3,19-Oct-03,19-Oct-03,0,0,0,0,0,0,0,0,04-May-50,2003,0,0,0
849,5,19-Oct-03,19-Oct-03,0,52.3,87.5,0,0,0,0,0,04-May-50,2003,52.3,0,52.3
849,5,19-Oct-04,19-Oct-04,0,35.47,79,0,0,0,0,0,04-May-50,2004,35.47,0,35.47
849,5,20-Apr-04,20-Apr-04,0,71.53,204.55,0,0,35.9,0,0,04-May-50,2004,71.53,35.9,35.63
849,5,21-Apr-02,21-Apr-02,0,169.29,-52.85,0,0,0,0,29.9,04-May-50,2002,169.29,29.9,139.39
849,5,21-Feb-04,21-Feb-04,0,110.93,-47.25,0,0,0,0,0,04-May-50,2004,110.93,0,110.93
849,5,22-Feb-04,22-Feb-04,0,95.5,166.63,0,0,25.9,0,0,04-May-50,2004,95.5,25.9,69.6
849,5,23-Sep-03,23-Sep-03,0,39.41,69.2,0,0,0,0,0,04-May-50,2003,39.41,0,39.41
849,3,24-Aug-03,24-Aug-03,0,0,0,0,0,0,0,0,04-May-50,2003,0,0,0
849,5,24-Aug-03,24-Aug-03,0,87.65,63.75,0,0,25.9,0,0,04-May-50,2003,87.65,25.9,61.75
849,5,24-Jul-04,24-Jul-04,0,92.63,15.45,0,0,0,0,0,04-May-50,2004,92.63,0,92.63
849,3,24-Nov-02,24-Nov-02,0,0,0,0,0,0,0,0.32,04-May-50,2002,0,0.32,-0.32
849,5,24-Nov-02,24-Nov-02,0,130.29,265.05,0,0,0,0,27.68,04-May-50,2002,130.29,27.68,102.61
849,5,25-Jan-02,25-Jan-02,0,32.2,74.3,0,0,0,0,0,04-May-50,2002,32.2,0,32.2
849,5,25-Jul-03,25-Jul-03,0,91.13,40.3,0,0,57.9,0,0,04-May-50,2003,91.13,57.9,33.23
849,5,25-Jun-04,25-Jun-04,0,84.96,59.45,0,0,0,0,0,04-May-50,2004,84.96,0,84.96
849,5,25-Mar-02,25-Mar-02,0,99.76,157.7,0,0,0,0,0,04-May-50,2002,99.76,0,99.76
849,5,25-May-04,25-May-04,0,-3.06,-4,0,0,0,0,0,04-May-50,2004,-3.06,0,-3.06
849,5,26-Apr-02,26-Apr-02,0,120.55,143.65,0,0,0,0,19,04-May-50,2002,120.55,19,101.55
849,5,26-Apr-04,26-Apr-04,0,130.75,-58.95,0,0,0,0,0,04-May-50,2004,130.75,0,130.75
849,5,26-Dec-02,26-Dec-02,0,177.12,-124.45,0,0,0,0,0,04-May-50,2002,177.12,0,177.12
849,5,26-Jul-04,26-Jul-04,0,70.39,175.6,0,0,0,0,0,04-May-50,2004,70.39,0,70.39
849,5,26-Nov-04,26-Nov-04,0,86.67,51.85,0,0,29.9,0,0,04-May-50,2004,86.67,29.9,56.77
849,3,27-Jan-03,27-Jan-03,0,0,0,0,0,0,0,0.49,04-May-50,2003,0,0.49,-0.49
849,5,27-Jan-03,27-Jan-03,0,68.92,-169.4,0,0,0,0,24.51,04-May-50,2003,68.92,24.51,44.41
849,5,27-Jun-04,27-Jun-04,0,95.85,158.05,0,0,29.9,0,0,04-May-50,2004,95.85,29.9,65.95
849,5,27-Oct-02,27-Oct-02,0,99.99,234.45,0,0,0,0,0,04-May-50,2002,99.99,0,99.99
849,5,28-Feb-02,28-Feb-02,0,109.52,-24.65,0,0,0,0,0,04-May-50,2002,109.52,0,109.52
849,5,29-Dec-02,29-Dec-02,0,147.28,23.3,0,0,29.9,0,0,04-May-50,2002,147.28,29.9,117.38
849,5,29-Jul-02,29-Jul-02,0,67.35,174.25,0,0,0,0,0,04-May-50,2002,67.35,0,67.35
849,5,29-May-04,29-May-04,0,182.52,204.8,0,0,0,0,0,04-May-50,2004,182.52,0,182.52
849,5,29-Nov-03,29-Nov-03,0,90.51,-20.9,0,0,0,0,0,04-May-50,2003,90.51,0,90.51
849,3,29-Sep-02,29-Sep-02,0,0,0,0,0,0,0,1.24,04-May-50,2002,0,1.24,-1.24
849,5,29-Sep-02,29-Sep-02,0,151.71,28.3,0,0,0,0,21.76,04-May-50,2002,151.71,21.76,129.95
849,5,30-May-02,30-May-02,0,94.56,85.5,0,0,0,0,12,04-May-50,2002,94.56,12,82.56
849,5,31-May-04,31-May-04,0,201.2,421.65,0,0,29.9,0,0,04-May-50,2004,201.2,29.9,171.3
850,1,02-Mar-02,06-Mar-02,813.92,0,0,-2500,0,0,0,460,21-Nov-41,2002,813.92,460,353.92
850,1,07-Mar-04,18-Aug-04,1511.85,0,0,-300,0,0,0,0,21-Nov-41,2004,1511.85,0,1511.85
850,1,22-Jan-03,26-Jan-03,578.15,0,0,900,550,45,0,0,21-Nov-41,2003,578.15,595,-16.85
850,1,30-May-02,02-Jun-02,655.12,0,0,2950,0,0,0,0,21-Nov-41,2002,655.12,0,655.12
851,2,01-Jan-04,01-Jan-04,0,0,0,0,0,0,0,0,12-Oct-44,2004,0,0,0
851,2,03-Jun-04,07-Jun-04,369.81,1985.88,-1007.25,1500,320.04,46.17,0,0,12-Oct-44,2004,2355.69,366.21,1989.48
851,1,04-Jun-04,07-Jun-04,99.09,832.89,1806.2,400,115.96,288.78,0,0,12-Oct-44,2004,931.98,404.74,527.24
851,2,05-Aug-04,09-Aug-04,138.15,819.76,-224.99,-700,60.7352,343.25,0,0,12-Oct-44,2004,957.91,403.9852,553.9248
851,3,05-Jun-04,06-Jun-04,0,48.49,150,0,0,0,0,0,12-Oct-44,2004,48.49,0,48.49
851,1,06-Aug-04,07-Aug-04,28.74,828.31,1842.75,450,0,0,0,0,12-Oct-44,2004,857.05,0,857.05
851,2,06-Mar-03,10-Mar-03,549.12,1730.22,2456.14,2400,716,322.64,0,0,12-Oct-44,2003,2279.34,1038.64,1240.7
851,3,07-Aug-04,07-Aug-04,0,0,0,0,0,0,0,0,12-Oct-44,2004,0,0,0
851,1,07-Mar-03,10-Mar-03,311.63,551.9,2559,-1600,0,282.32,0,0,12-Oct-44,2003,863.53,282.32,581.21
851,5,08-Aug-04,08-Aug-04,0,0,0,0,286.2648,0,0,0,12-Oct-44,2004,0,286.2648,-286.2648
851,6,09-Mar-03,09-Mar-03,0,0,0,0,0,0,0,0,12-Oct-44,2003,0,0,0
851,2,11-Oct-04,14-Oct-04,42.35,1072.63,4528.29,300,358,491.15,0,0,12-Oct-44,2004,1114.98,849.15,265.83
851,1,12-Oct-04,13-Oct-04,10.08,1255.64,783.84,200,0,0,0,0,12-Oct-44,2004,1265.72,0,1265.72
851,3,12-Oct-04,13-Oct-04,0,39.72,134,0,0,0,0,0,12-Oct-44,2004,39.72,0,39.72
851,1,13-Jun-02,16-Jun-02,83.22,2785,7831.85,-300,395,128.8,0,0,12-Oct-44,2002,2868.22,523.8,2344.42
851,2,14-Jun-02,16-Jun-02,0,290.16,229,0,0,0,0,0,12-Oct-44,2002,290.16,0,290.16
851,1,14-Mar-02,17-Mar-02,0,1985.74,-1510.05,0,0,0,0,860.02,12-Oct-44,2002,1985.74,860.02,1125.72
851,1,21-Aug-03,24-Aug-03,22.44,878.09,1973.75,100,228.59,148.17,0,0,12-Oct-44,2003,900.53,376.76,523.77
851,2,21-Aug-03,23-Aug-03,42.9,363.57,205.98,300,25.42,47.29,0,0,12-Oct-44,2003,406.47,72.71,333.76
851,1,22-Aug-02,25-Aug-02,97.95,2546.25,2786.6,400,395,179.3,0,0,12-Oct-44,2002,2644.2,574.3,2069.9
851,1,29-Dec-03,02-Jan-04,218.91,3594.16,6492.3,-800,420,502.5,0,0,12-Oct-44,2003,3813.07,922.5,2890.57
851,1,31-Dec-02,03-Jan-03,27.42,1205.3,4570.5,200,0,0,0,0,12-Oct-44,2002,1232.72,0,1232.72
851,2,31-Dec-02,03-Jan-03,822.6,3222.25,2481.75,-500,307,565.26,240,0,12-Oct-44,2002,4044.85,1112.26,2932.59
851,6,31-Dec-02,03-Jan-03,0,16,200,0,0,0,0,0,12-Oct-44,2002,16,0,16
852,3,01-Oct-04,03-Oct-04,2.28,1389,1354.75,100,254.846,0,0,0,18-Oct-56,2004,1391.28,254.846,1136.434
852,3,02-Jun-03,04-Jun-03,0,214.07,1020,0,0,0,0,0,18-Oct-56,2003,214.07,0,214.07
852,5,02-Oct-04,02-Oct-04,0,0,0,0,24.277,0,0,0,18-Oct-56,2004,0,24.277,-24.277
852,3,04-Mar-02,07-Mar-02,0,1463.78,2119.75,0,196.2,115.73,0,0,18-Oct-56,2002,1463.78,311.93,1151.85
852,3,07-Jan-02,10-Jan-02,0,1305.56,2216.55,0,196.2,100,0,0,18-Oct-56,2002,1305.56,296.2,1009.36
852,6,09-Apr-04,09-Apr-04,0,1.93,20,0,0,0,0,0,18-Oct-56,2004,1.93,0,1.93
852,3,09-Jan-04,12-Jan-04,38.14,762.82,2155,0,350,47.79,0,0,18-Oct-56,2004,800.96,397.79,403.17
852,3,17-Oct-03,19-Oct-03,168.32,427.08,1519.35,500,300,75,0,0,18-Oct-56,2003,595.4,375,220.4
852,3,18-May-02,20-May-02,0,455.59,1037.75,0,98.1,0,0,0,18-Oct-56,2002,455.59,98.1,357.49
852,3,18-Oct-02,20-Oct-02,0,1134.46,1505.5,0,350,0,0,0,18-Oct-56,2002,1134.46,350,784.46
852,3,19-Jan-02,22-Jan-02,0,833.67,1640,0,196.2,49.63,0,0,18-Oct-56,2002,833.67,245.83,587.84
852,3,24-Aug-03,28-Aug-03,0,1166.08,2422.2,0,300,75,0,0,18-Oct-56,2003,1166.08,375,791.08
852,3,27-Feb-04,28-Feb-04,0,304.57,1255,0,260,0,0,0,18-Oct-56,2004,304.57,260,44.57
852,3,30-Jul-04,01-Aug-04,0,739.99,2320.5,0,199.406,0,0,0,18-Oct-56,2004,739.99,199.406,540.584
852,5,30-Jul-04,30-Jul-04,0,0,0,0,60.914,0,0,0,18-Oct-56,2004,0,60.914,-60.914
852,3,31-Mar-04,09-Apr-04,26.3,1113.16,1125,200,480,0,0,0,18-Oct-56,2004,1139.46,480,659.46
854,3,04-Sep-03,04-Sep-03,0,0,0,0,20.51,0,0,0,22-Nov-67,2003,0,20.51,-20.51
854,6,04-Sep-03,07-Sep-03,643.41,0,0,200,455.96,0,0,0,22-Nov-67,2003,643.41,455.96,187.45
854,1,05-Sep-03,05-Sep-03,21.33,0,0,500,8.53,0,0,0,22-Nov-67,2003,21.33,8.53,12.8
854,3,09-Apr-03,14-Apr-03,849.5,0,0,2800,342.31,0,0,0,22-Nov-67,2003,849.5,342.31,507.19
854,1,12-Apr-03,14-Apr-03,0,0,0,0,97.69,0,0,0,22-Nov-67,2003,0,97.69,-97.69
854,1,15-Aug-02,17-Aug-02,583.16,0,0,1500,150,0,0,0,22-Nov-67,2002,583.16,150,433.16
854,3,30-Jan-04,02-Feb-04,840.28,0,0,-100,800,0,0,0,22-Nov-67,2004,840.28,800,40.28
855,1,01-Sep-02,05-Sep-02,0,95.5,-771.25,0,0,137.25,0,0,04-Jul-54,2002,95.5,137.25,-41.75
855,2,02-Sep-02,05-Sep-02,0,20.98,-178.75,0,0,0,0,0,04-Jul-54,2002,20.98,0,20.98
855,1,06-Sep-04,08-Sep-04,0,15.21,95,0,0,0,0,0,04-Jul-54,2004,15.21,0,15.21
855,3,07-Sep-04,07-Sep-04,0,1.19,5,0,0,0,0,0,04-Jul-54,2004,1.19,0,1.19
855,4,07-Sep-04,07-Sep-04,0,1.99,-45,0,0,0,0,0,04-Jul-54,2004,1.99,0,1.99
855,6,07-Sep-04,07-Sep-04,0,1.47,15,0,0,0,0,0,04-Jul-54,2004,1.47,0,1.47
855,2,08-Sep-04,08-Sep-04,0,3.43,20,0,0,0,0,0,04-Jul-54,2004,3.43,0,3.43
856,1,02-Jul-02,09-Jul-02,227.45,0,0,-2400,0,79.35,0,0,08-Feb-61,2002,227.45,79.35,148.1
856,1,30-Sep-04,05-Oct-04,179.41,0,0,1400,0,0,0,0,08-Feb-61,2004,179.41,0,179.41
857,3,22-Mar-02,23-Mar-02,425.97,0,0,-300,0,0,0,0,19-Oct-69,2002,425.97,0,425.97
858,6,01-Jul-02,03-Jul-02,200.08,699.31,2771,-400,0,0,0,0,28-May-53,2002,899.39,0,899.39
858,6,09-May-04,09-May-04,15.38,21.4,25,-200,0,0,0,0,28-May-53,2004,36.78,0,36.78
858,6,22-Aug-04,25-Aug-04,61.92,295.36,826.76,-100,0,60,0,0,28-May-53,2004,357.28,60,297.28
859,1,30-Apr-02,30-Apr-02,0,0,0,0,0,0,0,0,06-Feb-57,2002,0,0,0
859,6,30-Apr-02,30-Apr-02,0,0.77,4.5,0,0,29.9,0,0,06-Feb-57,2002,0.77,29.9,-29.13
860,2,02-Jan-02,03-Jan-02,334.78,0,0,700,0,0,0,122.9,22-Jan-61,2002,334.78,122.9,211.88
860,1,04-Sep-04,05-Sep-04,90.5475,17.41,64.9,0,0,26.1244,0,0,22-Jan-61,2004,107.9575,26.1244,81.8331
860,5,05-Sep-04,05-Sep-04,0,0,0,0,0,38.13,0,0,22-Jan-61,2004,0,38.13,-38.13
860,6,08-Oct-02,08-Oct-02,74.96,0,0,1700,0,74.85,0,0,22-Jan-61,2002,74.96,74.85,0.11
860,1,09-Feb-04,09-Feb-04,0,0,0,0,0,4.61,0,0,22-Jan-61,2004,0,4.61,-4.61
860,3,09-Feb-04,09-Feb-04,0,0,0,0,0,25.39,0,0,22-Jan-61,2004,0,25.39,-25.39
860,6,09-Feb-04,09-Feb-04,158.82,0,0,-2500,0,-5.05,0,0,22-Jan-61,2004,158.82,-5.05,163.87
860,2,22-Mar-02,22-Mar-02,0,0,0,0,0,0,0,129,22-Jan-61,2002,0,129,-129
860,6,28-Sep-02,28-Sep-02,46.66,0,0,-200,0,0,0,0,22-Jan-61,2002,46.66,0,46.66
860,6,30-May-04,31-May-04,509.63,0,0,1400,0,0,0,0,22-Jan-61,2004,509.63,0,509.63
860,1,30-Sep-02,30-Sep-02,11.52,0,0,200,0,0,0,0,22-Jan-61,2002,11.52,0,11.52
861,1,01-Feb-02,03-Feb-02,473.96,0,0,-400,0,0,0,42.23,25-Mar-74,2002,473.96,42.23,431.73
861,2,01-Feb-04,01-Feb-04,285,0,0,700,0,0,0,0,25-Mar-74,2004,285,0,285
861,1,02-Feb-04,02-Feb-04,0,0,0,0,111.33,0,0,0,25-Mar-74,2004,0,111.33,-111.33
861,1,07-Mar-02,08-Mar-02,0,0,0,0,0,0,0,250,25-Mar-74,2002,0,250,-250
861,1,08-Jun-02,10-Jun-02,0,0,0,0,355,0,0,0,25-Mar-74,2002,0,355,-355
861,1,13-Nov-04,15-Nov-04,238.44,46.89,370,-2500,250,0,0,0,25-Mar-74,2004,285.33,250,35.33
861,1,15-May-03,18-May-03,650.3,0,0,-2600,395,0,0,0,25-Mar-74,2003,650.3,395,255.3
861,1,23-Jul-02,29-Jul-02,2831.2,0,0,6100,254.16,710.01,0,11.5,25-Mar-74,2002,2831.2,975.67,1855.53
861,1,24-Jan-03,27-Jan-03,1009.8,0,0,0,500,0,0,0,25-Mar-74,2003,1009.8,500,509.8
861,1,26-Apr-02,28-Apr-02,1156.75,0,0,-900,0,0,0,0,25-Mar-74,2002,1156.75,0,1156.75
861,2,28-Jul-02,28-Jul-02,55,0,0,0,0,0,0,0,25-Mar-74,2002,55,0,55
861,3,31-Jan-04,02-Feb-04,185.44,0,0,450,108.67,0,0,0,25-Mar-74,2004,185.44,108.67,76.77
861,4,31-Jan-04,31-Jan-04,58.75,0,0,-700,0,0,0,0,25-Mar-74,2004,58.75,0,58.75
862,3,03-Sep-03,03-Sep-03,0,0.76,17.5,0,0,0,0,0,07-Nov-73,2003,0.76,0,0.76
862,4,05-Oct-02,05-Oct-02,56.97,0,0,-200,0,0,0,0,07-Nov-73,2002,56.97,0,56.97
862,3,10-Jan-04,11-Jan-04,7.13,6.57,15,-400,0,0,0,0,07-Nov-73,2004,13.7,0,13.7
862,3,13-May-03,14-May-03,141.7,0,0,1200,0,0,0,0,07-Nov-73,2003,141.7,0,141.7
862,3,17-Jan-04,18-Jan-04,50.26,35.22,100,100,0,0,0,0,07-Nov-73,2004,85.48,0,85.48
862,3,23-Oct-02,23-Oct-02,14.5,0,0,300,0,0,0,0,07-Nov-73,2002,14.5,0,14.5
862,3,30-Apr-03,30-Apr-03,11.06,0,0,-100,0,0,0,0,07-Nov-73,2003,11.06,0,11.06
863,4,01-Jan-02,03-Jan-02,82.53,0,0,1200,90,0,0,0,20-Jan-63,2002,82.53,90,-7.47
863,4,04-Jan-03,05-Jan-03,128.43,0,0,2600,269.99,92.2,0,0,20-Jan-63,2003,128.43,362.19,-233.76
863,4,07-Nov-02,08-Nov-02,329.39,0,0,2400,90,0,0,0,20-Jan-63,2002,329.39,90,239.39
863,4,10-Sep-04,12-Sep-04,240.75,0,0,2125,239.8,50,0,0,20-Jan-63,2004,240.75,289.8,-49.05
863,4,11-Nov-04,14-Nov-04,152.381,0,0,400,218,0,0,0,20-Jan-63,2004,152.381,218,-65.619
863,4,11-Oct-03,11-Oct-03,129.14,0,0,700,0,0,0,0,20-Jan-63,2003,129.14,0,129.14
863,3,12-Nov-04,13-Nov-04,50.9846,0,0,-100,0,0,0,0,20-Jan-63,2004,50.9846,0,50.9846
863,1,12-Oct-03,12-Oct-03,0,0,0,0,0,89.55,0,0,20-Jan-63,2003,0,89.55,-89.55
863,2,12-Oct-03,12-Oct-03,0,0,0,0,0,0,0,0,20-Jan-63,2003,0,0,0
863,1,13-May-04,15-May-04,0,0,0,0,254.81,0,0,0,20-Jan-63,2004,0,254.81,-254.81
863,4,13-May-04,15-May-04,287.27,0,0,600,1.74,0,0,0,20-Jan-63,2004,287.27,1.74,285.53
863,4,13-Nov-02,13-Nov-02,0,0,0,0,0,0,0,0,20-Jan-63,2002,0,0,0
863,4,15-May-03,16-May-03,0,0,0,0,200,13.35,0,0,20-Jan-63,2003,0,213.35,-213.35
863,3,15-May-04,15-May-04,0,0,0,0,81.35,0,0,0,20-Jan-63,2004,0,81.35,-81.35
863,4,25-Oct-02,27-Oct-02,832.79,0,0,1325,220,112.54,0,0,20-Jan-63,2002,832.79,332.54,500.25
863,4,27-Sep-02,29-Sep-02,179.98,0,0,-350,310,0,0,0,20-Jan-63,2002,179.98,310,-130.02
863,4,28-Mar-02,31-Mar-02,1136.53,0,0,4450,800,343.76,0,0,20-Jan-63,2002,1136.53,1143.76,-7.23
864,3,16-May-02,18-May-02,139.04,0,0,700,0,50,0,0,02-Mar-57,2002,139.04,50,89.04
865,4,03-Apr-02,05-Apr-02,6.84,74.16,190.75,-70,0,0,0,0,22-Oct-27,2002,81,0,81
865,1,12-Jun-02,14-Jun-02,1.89,134.6,436.25,0,0,0,0,0,22-Oct-27,2002,136.49,0,136.49
865,2,12-Jun-02,12-Jun-02,0,13.91,36.5,0,0,0,0,0,22-Oct-27,2002,13.91,0,13.91
865,1,13-Dec-04,15-Dec-04,0,94.95,-130,0,0,0,0,0,22-Oct-27,2004,94.95,0,94.95
865,2,13-Dec-04,16-Dec-04,0,180.51,-244,0,0,51.146,0,0,22-Oct-27,2004,180.51,51.146,129.364
865,1,17-May-04,19-May-04,0,197.16,-710.25,0,0,0,0,0,22-Oct-27,2004,197.16,0,197.16
865,2,17-May-04,19-May-04,0,11.05,50,0,0,0,0,0,22-Oct-27,2004,11.05,0,11.05
865,4,19-May-04,19-May-04,0,0,0,0,0,0,0,0,22-Oct-27,2004,0,0,0
865,1,30-Jun-03,02-Jul-03,0,21.75,72.25,0,0,0,0,0,22-Oct-27,2003,21.75,0,21.75
865,2,30-Jun-03,02-Jul-03,0,80.25,272.25,0,0,0,0,0,22-Oct-27,2003,80.25,0,80.25
866,3,01-Jan-03,01-Jan-03,0,22.28,-0.35,0,0,0,0,0,04-Jun-25,2003,22.28,0,22.28
866,2,10-Apr-04,10-Apr-04,0,15.61,18.75,0,0,0,0,0,04-Jun-25,2004,15.61,0,15.61
866,3,13-Jul-03,13-Jul-03,0,16.37,25,0,0,0,0,0,04-Jun-25,2003,16.37,0,16.37
866,2,17-May-02,17-May-02,0,8.54,35.15,0,0,0,0,0,04-Jun-25,2002,8.54,0,8.54
867,3,04-Aug-02,04-Aug-02,69.41,0,0,-300,0,0,0,0,10-Oct-73,2002,69.41,0,69.41
867,6,08-Mar-04,08-Mar-04,33.75,0,0,-500,0,0,0,0,10-Oct-73,2004,33.75,0,33.75
867,2,30-Mar-02,31-Mar-02,14.58,0,0,-400,0,0,0,129,10-Oct-73,2002,14.58,129,-114.42
868,2,11-Aug-04,11-Aug-04,55.93,0,0,200,0,0,0,0,15-Jun-56,2004,55.93,0,55.93
868,1,13-Aug-04,13-Aug-04,25.94,0,0,200,0,0,0,0,15-Jun-56,2004,25.94,0,25.94
868,2,13-Nov-04,16-Nov-04,287.46,43.91,200,1400,307,58.65,0,0,15-Jun-56,2004,331.37,365.65,-34.28
868,6,13-Nov-04,13-Nov-04,100.63,0,0,1400,0,0,0,0,15-Jun-56,2004,100.63,0,100.63
868,1,14-Nov-04,14-Nov-04,55.13,0,0,-1000,0,0,0,0,15-Jun-56,2004,55.13,0,55.13
868,2,16-Aug-03,18-Aug-03,333.12,21.09,100,1000,0,0,0,0,15-Jun-56,2003,354.21,0,354.21
868,3,16-Aug-03,18-Aug-03,3,0,0,300,35.78,0,0,0,15-Jun-56,2003,3,35.78,-32.78
