HOTEL_CUSTOMER_ID,PLAYER_ID,FOL_ACT_ARR_DATE,FOL_ACT_DEP_DATE,DEBIT_TTL,CREDIT_TTL,Rev_TTL,Earnings_TTL,ROOMDEBIT,ROOMCREDIT,Room_Rev,Room_Earnings,OTHERDEBIT,OTHERCREDIT,Other_Rev,Other_Earnings,FNBDEBIT,FNBCREDIT,FNB_Rev,FNB_Earnings,ENTERTNDEBIT,ENTERTNCREDIT,Entertn_Rev,Entertn_Earnings,RETLCREDIT,RETLDEBIT,Retl_Rev,Retl_Earnings,TOTAL_CHARGES,Is Casino
252,5759,16-Sep-2003,19-Sep-2003,621.47,0,621.47,134.7916,490.25,0,490.25,98.05,0,0,0,0,131.22,0,131.22,36.7416,0,0,0,0,0,0,0,0,621.47,0
252,5759,22-Oct-2002,24-Oct-2002,184.99,0,184.99,37.8548,174.28,0,174.28,34.856,0,0,0,0,10.71,0,10.71,2.9988,0,0,0,0,0,0,0,0,184.99,0
252,5759,30-Sep-2004,1-Oct-2004,477.47,0,477.47,126.7196,87.15,0,87.15,17.43,0,0,0,0,390.32,0,390.32,109.2896,0,0,0,0,0,0,0,0,477.47,0
252,5759,30-Sep-2004,1-Oct-2004,109,0,109,21.8,109,0,109,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0
255,3092,2-Jul-2003,3-Jul-2003,85.78,0,85.78,17.156,82.78,0,82.78,16.556,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,85.78,1
255,3092,4-May-2004,6-May-2004,285.48,0,285.48,57.096,285.48,0,285.48,57.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.48,1
255,3092,25-Oct-2002,27-Oct-2002,230.96,0,230.96,46.192,230.96,0,230.96,46.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.96,1
255,3092,28-Feb-2002,1-Mar-2002,82.78,0,82.78,16.556,82.78,0,82.78,16.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.78,1
256,3731,27-Dec-2002,29-Dec-2002,326.88,0,326.88,65.376,326.88,0,326.88,65.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326.88,0
256,3731,27-Dec-2002,29-Dec-2002,163.44,0,163.44,32.688,0,0,0,0,163.44,0,163.44,32.688,0,0,0,0,0,0,0,0,0,0,0,0,163.44,0
256,3731,27-Dec-2002,29-Dec-2002,283.28,0,283.28,56.656,0,0,0,0,283.28,0,283.28,56.656,0,0,0,0,0,0,0,0,0,0,0,0,283.28,0
257,5746,1-Jan-2003,2-Jan-2003,121.93,0,121.93,24.386,108.94,0,108.94,21.788,12.99,0,12.99,2.598,0,0,0,0,0,0,0,0,0,0,0,0,121.93,0
257,5746,29-Aug-2002,2-Sep-2002,884.32,0,884.32,185.4552,773.93,0,773.93,154.786,3,0,3,0.6,107.39,0,107.39,30.0692,0,0,0,0,0,0,0,0,884.32,0
258,5064,14-Jul-2004,15-Jul-2004,211.42,25,186.42,40.364,108.95,0,108.95,21.79,38.97,0,38.97,7.794,63.5,25,38.5,10.78,0,0,0,0,0,0,0,0,186.42,0
258,5064,22-Jul-2003,23-Jul-2003,197.94,0,197.94,44.964,130.74,0,130.74,26.148,0,0,0,0,67.2,0,67.2,18.816,0,0,0,0,0,0,0,0,197.94,0
258,5064,22-Jun-2002,23-Jun-2002,382.9,0,382.9,83.4984,296.42,0,296.42,59.284,0,0,0,0,86.48,0,86.48,24.2144,0,0,0,0,0,0,0,0,382.9,0
258,5064,24-Aug-2004,25-Aug-2004,190.01,25,165.01,36.2804,98.05,0,98.05,19.61,25.98,0,25.98,5.196,65.98,25,40.98,11.4744,0,0,0,0,0,0,0,0,165.01,0
258,5064,24-Dec-2002,25-Dec-2002,169.42,0,169.42,39.26,76.24,0,76.24,15.248,25.98,0,25.98,5.196,67.2,0,67.2,18.816,0,0,0,0,0,0,0,0,169.42,0
258,5064,25-Dec-2003,26-Dec-2003,256.92,0,256.92,57.488,141.65,0,141.65,28.33,38.97,0,38.97,7.794,76.3,0,76.3,21.364,0,0,0,0,0,0,0,0,256.92,0
258,5064,29-Nov-2003,30-Nov-2003,124.03,0,124.03,24.806,98.05,0,98.05,19.61,25.98,0,25.98,5.196,0,0,0,0,0,0,0,0,0,0,0,0,124.03,0
260,6210,16-Nov-2002,17-Nov-2002,99.94,0,99.94,19.988,87.14,0,87.14,17.428,12.8,0,12.8,2.56,0,0,0,0,0,0,0,0,0,0,0,0,99.94,1
261,5536,10-Aug-2002,11-Aug-2002,305.14,0,305.14,61.028,305.14,0,305.14,61.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.14,0
262,4781,11-Aug-2002,13-Aug-2002,226.62,0,226.62,45.324,152.48,0,152.48,30.496,74.14,0,74.14,14.828,0,0,0,0,0,0,0,0,0,0,0,0,226.62,0
263,3447,2-May-2002,3-May-2002,161.98,0,161.98,34.6504,133.8,0,133.8,26.76,0,0,0,0,28.18,0,28.18,7.8904,0,0,0,0,0,0,0,0,161.98,0
264,670,12-Oct-2002,14-Oct-2002,32.74,0,32.74,9.0072,0,0,0,0,2,0,2,0.4,30.74,0,30.74,8.6072,0,0,0,0,0,0,0,0,32.74,1
264,670,12-Oct-2004,13-Oct-2004,27,0,27,7.56,0,0,0,0,0,0,0,0,27,0,27,7.56,0,0,0,0,0,0,0,0,27,1
264,670,18-Sep-2004,19-Sep-2004,15,0,15,4.2,0,0,0,0,0,0,0,0,15,0,15,4.2,0,0,0,0,0,0,0,0,15,1
264,670,22-Aug-2004,23-Aug-2004,1,0,1,0.2,0,0,0,0,1,0,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
264,670,23-Aug-2004,24-Aug-2004,527.01,0,527.01,144.2028,0,0,0,0,42,0,42,8.4,485.01,0,485.01,135.8028,0,0,0,0,0,0,0,0,527.01,1
264,670,27-Nov-2004,29-Nov-2004,98,0,98,27.36,0,0,0,0,1,0,1,0.2,97,0,97,27.16,0,0,0,0,0,0,0,0,98,1
265,1508,1-Sep-2002,3-Sep-2002,272.75,0,272.75,114.1644,14.99,0,14.99,2.998,46.08,0,46.08,9.216,17.68,0,17.68,4.9504,194,0,194,97,0,0,0,0,272.75,1
265,1508,14-Jun-2003,17-Jun-2003,273.62,0,273.62,62.4144,92.59,0,92.59,18.518,36.9,0,36.9,7.38,141.13,0,141.13,39.5164,0,0,0,0,0,3,-3,-3,273.62,1
265,1508,15-Jun-2002,17-Jun-2002,283.28,0,283.28,56.656,283.28,0,283.28,56.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.28,1
265,1508,15-Jun-2002,17-Jun-2002,179.73,0,179.73,36.346,128.83,0,128.83,25.766,45.9,0,45.9,9.18,5,0,5,1.4,0,0,0,0,0,0,0,0,179.73,1
265,1508,27-Jan-2002,29-Jan-2002,12.99,0,12.99,2.598,8.99,0,8.99,1.798,4,0,4,0.8,0,0,0,0,0,0,0,0,0,0,0,0,12.99,1
265,1508,27-Sep-2003,29-Sep-2003,235.76,0,235.76,50.1648,196.1,0,196.1,39.22,2,0,2,0.4,37.66,0,37.66,10.5448,0,0,0,0,0,0,0,0,235.76,1
267,619,26-Jun-2002,27-Jun-2002,99.27,0,99.27,21.6964,76.24,0,76.24,15.248,0,0,0,0,23.03,0,23.03,6.4484,0,0,0,0,0,0,0,0,99.27,0
268,6502,13-Feb-2003,15-Feb-2003,174.29,0,174.29,34.858,174.28,0,174.28,34.856,0.01,0,0.01,0.002,0,0,0,0,0,0,0,0,0,0,0,0,174.29,0
268,6502,26-Jul-2002,29-Jul-2002,108.94,0,108.94,21.788,0,0,0,0,108.94,0,108.94,21.788,0,0,0,0,0,0,0,0,0,0,0,0,108.94,0
269,1511,7-Apr-2002,10-Apr-2002,592.16,0,592.16,121.3472,555.72,0,555.72,111.144,0,0,0,0,36.44,0,36.44,10.2032,0,0,0,0,0,0,0,0,592.16,0
270,3696,3-Feb-2002,7-Feb-2002,1219.02,0,1219.02,243.804,871.52,0,871.52,174.304,347.5,0,347.5,69.5,0,0,0,0,0,0,0,0,0,0,0,0,1219.02,0
271,1310,2-Jan-2002,4-Jan-2002,54.5,0,54.5,10.9,54.5,0,54.5,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.5,1
271,1310,2-Jan-2002,4-Jan-2002,108.03,0,108.03,25.8884,54.5,0,54.5,10.9,0,0,0,0,53.53,0,53.53,14.9884,0,0,0,0,0,0,0,0,108.03,1
271,1310,27-May-2003,30-May-2003,278.65,0,278.65,68.3548,119.84,0,119.84,23.968,1,0,1,0.2,157.81,0,157.81,44.1868,0,0,0,0,0,0,0,0,278.65,1
273,6604,6-Dec-2002,8-Dec-2002,19.98,0,19.98,3.996,0,0,0,0,19.98,0,19.98,3.996,0,0,0,0,0,0,0,0,0,0,0,0,19.98,0
273,6604,17-May-2002,19-May-2002,73.27,0,73.27,14.654,0,0,0,0,73.27,0,73.27,14.654,0,0,0,0,0,0,0,0,0,0,0,0,73.27,0
273,6604,19-Jul-2003,20-Jul-2003,8.5,0,8.5,2.93,0,0,0,0,0,0,0,0,6,0,6,1.68,2.5,0,2.5,1.25,0,0,0,0,8.5,0
273,6604,27-Apr-2002,28-Apr-2002,47,0,47,9.4,0,0,0,0,47,0,47,9.4,0,0,0,0,0,0,0,0,0,0,0,0,47,0
273,6604,27-Apr-2002,28-Apr-2002,174.34,0,174.34,34.868,174.34,0,174.34,34.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.34,0
274,3888,1-Nov-2002,2-Nov-2002,92.65,0,92.65,18.53,92.65,0,92.65,18.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.65,0
274,3888,30-Jan-2002,31-Jan-2002,177.4,0,177.4,35.48,177.4,0,177.4,35.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.4,0
275,3304,22-May-2002,25-May-2002,501.78,0,501.78,105.552,421.83,0,421.83,84.366,15,0,15,3,64.95,0,64.95,18.186,0,0,0,0,0,0,0,0,501.78,0
277,852,1-Jun-2003,4-Jun-2003,18.99,0,18.99,3.798,0,0,0,0,18.99,0,18.99,3.798,0,0,0,0,0,0,0,0,0,0,0,0,18.99,1
277,852,1-Oct-2004,3-Oct-2004,187.67,0,187.67,47.2724,0,0,0,0,65.94,0,65.94,13.188,121.73,0,121.73,34.0844,0,0,0,0,0,0,0,0,187.67,1
277,852,1-Oct-2004,3-Oct-2004,152.6,0,152.6,30.52,152.6,0,152.6,30.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.6,1
277,852,5-Mar-2002,7-Mar-2002,25,0,25,5,0,0,0,0,25,0,25,5,0,0,0,0,0,0,0,0,0,0,0,0,25,1
277,852,5-Mar-2002,7-Mar-2002,174.28,0,174.28,34.856,174.28,0,174.28,34.856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.28,1
277,852,6-Apr-2004,9-Apr-2004,597.28,0,597.28,148.764,0,0,0,0,230.93,0,230.93,46.186,366.35,0,366.35,102.578,0,0,0,0,0,0,0,0,597.28,1
277,852,8-Jan-2002,10-Jan-2002,74.2,0,74.2,18.9288,0,0,0,0,23.09,0,23.09,4.618,51.11,0,51.11,14.3108,0,0,0,0,0,0,0,0,74.2,1
277,852,9-Jan-2004,12-Jan-2004,69.78,0,69.78,18.7392,0,0,0,0,9.99,0,9.99,1.998,59.79,0,59.79,16.7412,0,0,0,0,0,0,0,0,69.78,1
277,852,17-Oct-2003,20-Oct-2003,82.8,0,82.8,23.024,0,0,0,0,2,0,2,0.4,80.8,0,80.8,22.624,0,0,0,0,0,0,0,0,82.8,1
277,852,18-Oct-2002,21-Oct-2002,135.71,0,135.71,35.2012,0,0,0,0,34.97,0,34.97,6.994,100.74,0,100.74,28.2072,0,0,0,0,0,0,0,0,135.71,1
277,852,19-May-2002,20-May-2002,43.57,0,43.57,6.6228,0,0,0,0,1.07,0,1.07,0.214,38.21,0,38.21,10.6988,0,0,0,0,0,4.29,-4.29,-4.29,43.57,1
277,852,20-Jan-2002,22-Jan-2002,1,0,1,0.28,0,0,0,0,0,0,0,0,1,0,1,0.28,0,0,0,0,0,0,0,0,1,1
277,852,24-Aug-2003,28-Aug-2003,963.38,0,963.38,227.3896,65.34,0,65.34,13.068,464.12,0,464.12,92.824,433.92,0,433.92,121.4976,0,0,0,0,0,0,0,0,963.38,1
277,852,27-Feb-2004,29-Feb-2004,361.2,0,361.2,87.4536,0,0,0,0,171.03,0,171.03,34.206,190.17,0,190.17,53.2476,0,0,0,0,0,0,0,0,361.2,1
277,852,30-Jul-2004,1-Aug-2004,226.52,0,226.52,57.6672,0,0,0,0,71.98,0,71.98,14.396,154.54,0,154.54,43.2712,0,0,0,0,0,0,0,0,226.52,1
277,852,31-Mar-2004,2-Apr-2004,372.68,0,372.68,74.536,348.7,0,348.7,69.74,23.98,0,23.98,4.796,0,0,0,0,0,0,0,0,0,0,0,0,372.68,1
277,852,31-Mar-2004,2-Apr-2004,187.93,0,187.93,51.8212,0,0,0,0,9.99,0,9.99,1.998,177.94,0,177.94,49.8232,0,0,0,0,0,0,0,0,187.93,1
279,64,18-Dec-2004,21-Dec-2004,80.15,0,80.15,22.122,0,0,0,0,4,0,4,0.8,76.15,0,76.15,21.322,0,0,0,0,0,0,0,0,80.15,1
279,64,21-Mar-2002,25-Mar-2002,46,0,46,11.28,0,0,0,0,20,0,20,4,26,0,26,7.28,0,0,0,0,0,0,0,0,46,1
280,4057,22-Mar-2002,23-Mar-2002,719.28,0,719.28,143.856,0,0,0,0,719.28,0,719.28,143.856,0,0,0,0,0,0,0,0,0,0,0,0,719.28,0
282,2062,5-Dec-2003,7-Dec-2003,133.59,0,133.59,37.4052,0,0,0,0,0,0,0,0,133.59,0,133.59,37.4052,0,0,0,0,0,0,0,0,133.59,1
282,2062,6-Sep-2003,7-Sep-2003,119.84,0,119.84,23.968,119.84,0,119.84,23.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.84,1
282,2062,6-Sep-2003,7-Sep-2003,107.21,0,107.21,30.0188,0,0,0,0,0,0,0,0,107.21,0,107.21,30.0188,0,0,0,0,0,0,0,0,107.21,1
282,2062,12-Oct-2002,13-Oct-2002,109.33,0,109.33,30.6124,0,0,0,0,0,0,0,0,109.33,0,109.33,30.6124,0,0,0,0,0,0,0,0,109.33,1
282,2062,12-Oct-2002,13-Oct-2002,132.31,0,132.31,35.2084,0,0,0,0,22.98,0,22.98,4.596,109.33,0,109.33,30.6124,0,0,0,0,0,0,0,0,132.31,1
282,2062,12-Oct-2002,13-Oct-2002,21.99,0,21.99,4.398,0,0,0,0,21.99,0,21.99,4.398,0,0,0,0,0,0,0,0,0,0,0,0,21.99,1
282,2062,21-Jun-2003,22-Jun-2003,75.03,0,75.03,21.0084,0,0,0,0,0,0,0,0,75.03,0,75.03,21.0084,0,0,0,0,0,0,0,0,75.03,1
282,2062,26-Jan-2002,28-Jan-2002,23.39,0,23.39,6.5492,0,0,0,0,0,0,0,0,23.39,0,23.39,6.5492,0,0,0,0,0,0,0,0,23.39,1
282,2062,26-Jan-2002,28-Jan-2002,8.99,0,8.99,1.798,8.99,0,8.99,1.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.99,1
283,2733,5-Oct-2002,7-Oct-2002,174.34,0,174.34,34.868,0,0,0,0,174.34,0,174.34,34.868,0,0,0,0,0,0,0,0,0,0,0,0,174.34,1
284,4869,6-Jul-2002,7-Jul-2002,87.14,0,87.14,17.428,87.14,0,87.14,17.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.14,0
285,4920,15-Apr-2002,17-Apr-2002,288.14,0,288.14,59.9256,259.42,0,259.42,51.884,0,0,0,0,28.72,0,28.72,8.0416,0,0,0,0,0,0,0,0,288.14,0
286,4873,7-Dec-2002,9-Dec-2002,216.62,0,216.62,49.724,128.62,0,128.62,25.724,8,0,8,1.6,80,0,80,22.4,0,0,0,0,0,0,0,0,216.62,0
287,2314,13-Sep-2002,15-Sep-2002,370.49,0,370.49,74.098,370.48,0,370.48,74.096,0.01,0,0.01,0.002,0,0,0,0,0,0,0,0,0,0,0,0,370.49,0
289,5847,18-Jun-2004,20-Jun-2004,653.9,0,653.9,130.78,653.9,0,653.9,130.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653.9,0
289,5847,18-Sep-2002,19-Sep-2002,71.24,0,71.24,14.248,65.34,0,65.34,13.068,5.9,0,5.9,1.18,0,0,0,0,0,0,0,0,0,0,0,0,71.24,0
291,5198,29-Jun-2002,30-Jun-2002,98.04,0,98.04,19.608,98.04,0,98.04,19.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.04,0
292,797,27-Sep-2002,29-Sep-2002,312.31,0,312.31,62.462,239.68,0,239.68,47.936,72.63,0,72.63,14.526,0,0,0,0,0,0,0,0,0,0,0,0,312.31,1
293,2604,31-Jan-2002,5-Feb-2002,832.9,0,832.9,166.58,817.2,0,817.2,163.44,15.7,0,15.7,3.14,0,0,0,0,0,0,0,0,0,0,0,0,832.9,0
294,5056,25-Dec-2002,26-Dec-2002,76.24,0,76.24,15.248,76.24,0,76.24,15.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.24,0
295,6486,27-Sep-2002,1-Oct-2002,649.89,0,649.89,129.294,606.04,0,606.04,121.208,12.4,0,12.4,2.48,28.95,0,28.95,8.106,0,0,0,0,0,2.5,-2.5,-2.5,649.89,0
297,2726,8-Mar-2002,10-Mar-2002,423.9,0,423.9,87.3648,391.59,0,391.59,78.318,0,0,0,0,32.31,0,32.31,9.0468,0,0,0,0,0,0,0,0,423.9,0
298,5709,31-Aug-2002,3-Sep-2002,130.74,0,130.74,26.148,0,0,0,0,130.74,0,130.74,26.148,0,0,0,0,0,0,0,0,0,0,0,0,130.74,0
299,5687,28-Aug-2002,31-Aug-2002,198.02,0,198.02,39.604,196.02,0,196.02,39.204,2,0,2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,198.02,0
300,5761,25-Oct-2002,28-Oct-2002,250.64,0,250.64,50.128,0,0,0,0,250.64,0,250.64,50.128,0,0,0,0,0,0,0,0,0,0,0,0,250.64,0
302,4951,3-Aug-2002,5-Aug-2002,119.85,0,119.85,23.97,0,0,0,0,119.85,0,119.85,23.97,0,0,0,0,0,0,0,0,0,0,0,0,119.85,0
303,5632,24-Nov-2002,30-Nov-2002,961.71,0,961.71,199.3508,719.04,0,719.04,143.808,155.06,0,155.06,31.012,87.61,0,87.61,24.5308,0,0,0,0,0,0,0,0,961.71,0
304,3328,14-Sep-2002,18-Sep-2002,519.72,0,519.72,116.7568,348.56,0,348.56,69.712,11,0,11,2.2,160.16,0,160.16,44.8448,0,0,0,0,0,0,0,0,519.72,1
305,5068,12-Jul-2002,13-Jul-2002,108.94,0,108.94,21.788,108.94,0,108.94,21.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.94,1
307,5743,17-Oct-2002,20-Oct-2002,559.22,0,559.22,114.156,490.32,0,490.32,98.064,40,0,40,8,28.9,0,28.9,8.092,0,0,0,0,0,0,0,0,559.22,0
309,700,6-Mar-2002,9-Mar-2002,1.5,0,1.5,0.42,0,0,0,0,0,0,0,0,1.5,0,1.5,0.42,0,0,0,0,0,0,0,0,1.5,1
311,6459,13-Jan-2003,14-Jan-2003,153.66,0,153.66,30.732,151.51,0,151.51,30.302,2.15,0,2.15,0.43,0,0,0,0,0,0,0,0,0,0,0,0,153.66,0
311,6459,22-Jan-2002,24-Jan-2002,183.22,0,183.22,36.644,172.22,0,172.22,34.444,11,0,11,2.2,0,0,0,0,0,0,0,0,0,0,0,0,183.22,0
311,6459,27-Jan-2003,29-Jan-2003,215.82,0,215.82,43.164,215.82,0,215.82,43.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.82,0
312,5352,20-Jul-2002,23-Jul-2002,240.36,0,240.36,48.072,225.36,0,225.36,45.072,15,0,15,3,0,0,0,0,0,0,0,0,0,0,0,0,240.36,1
312,5352,20-Jul-2002,23-Jul-2002,81.75,0,81.75,16.35,81.75,0,81.75,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.75,1
312,5352,25-Aug-2002,27-Aug-2002,152.49,0,152.49,30.498,0,0,0,0,152.49,0,152.49,30.498,0,0,0,0,0,0,0,0,0,0,0,0,152.49,1
313,376,23-Mar-2003,25-Mar-2003,85,0,85,23.8,0,0,0,0,0,0,0,0,85,0,85,23.8,0,0,0,0,0,0,0,0,85,1
313,376,28-Dec-2002,29-Dec-2002,75.02,0,75.02,21.0056,0,0,0,0,0,0,0,0,75.02,0,75.02,21.0056,0,0,0,0,0,0,0,0,75.02,1
315,6552,16-Mar-2004,17-Mar-2004,177.35,0,177.35,35.47,174.35,0,174.35,34.87,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,177.35,0
315,6552,28-Jul-2002,30-Jul-2002,250.29,0,250.29,50.058,152.48,0,152.48,30.496,97.81,0,97.81,19.562,0,0,0,0,0,0,0,0,0,0,0,0,250.29,0
316,5506,6-Aug-2002,9-Aug-2002,179.85,0,179.85,35.97,179.85,0,179.85,35.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.85,0
316,5506,16-Oct-2003,18-Oct-2003,236.53,0,236.53,47.306,236.53,0,236.53,47.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236.53,0
317,4172,2-Nov-2004,5-Nov-2004,610.3,0,610.3,122.06,610.3,0,610.3,122.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.3,1
317,4172,2-Nov-2004,5-Nov-2004,3510.83,0,3510.83,847.1924,2507,0,2507,501.4,181,0,181,36.2,462.83,0,462.83,129.5924,360,0,360,180,0,0,0,0,3510.83,1
317,4172,4-Nov-2002,7-Nov-2002,477.12,0,477.12,95.424,457.62,0,457.62,91.524,19.5,0,19.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,477.12,1
317,4172,4-Nov-2002,8-Nov-2002,674.03,0,674.03,134.806,610.16,0,610.16,122.032,63.87,0,63.87,12.774,0,0,0,0,0,0,0,0,0,0,0,0,674.03,1
317,4172,4-Nov-2002,7-Nov-2002,522.4,0,522.4,108.7832,457.62,0,457.62,91.524,10.99,0,10.99,2.198,53.79,0,53.79,15.0612,0,0,0,0,0,0,0,0,522.4,1
317,4172,4-Nov-2002,7-Nov-2002,5171.88,0,5171.88,1074.8368,3400.62,0,3400.62,680.124,1265.5,0,1265.5,253.1,505.76,0,505.76,141.6128,0,0,0,0,0,0,0,0,5171.88,1
317,4172,4-Nov-2002,7-Nov-2002,580.17,0,580.17,115.8404,457.62,0,457.62,91.524,32.97,0,32.97,6.594,83.83,0,83.83,23.4724,0,0,0,0,0,5.75,-5.75,-5.75,580.17,1
317,4172,4-Nov-2002,7-Nov-2002,457.62,0,457.62,91.524,457.62,0,457.62,91.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457.62,1
317,4172,4-Nov-2003,7-Nov-2003,588.5,0,588.5,117.7,588.5,0,588.5,117.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.5,1
317,4172,4-Nov-2003,7-Nov-2003,3703,0,3703,796.7608,2616,0,2616,523.2,384.99,0,384.99,76.998,702.01,0,702.01,196.5628,0,0,0,0,0,0,0,0,3703,1
317,4172,4-Nov-2003,7-Nov-2003,691.57,0,691.57,138.314,610.13,0,610.13,122.026,81.44,0,81.44,16.288,0,0,0,0,0,0,0,0,0,0,0,0,691.57,1
317,4172,4-Nov-2003,7-Nov-2003,610.13,0,610.13,122.026,610.13,0,610.13,122.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.13,1
317,4172,13-Apr-2002,17-Apr-2002,4721.91,0,4721.91,949.362,3706,0,3706,741.2,953.66,0,953.66,190.732,62.25,0,62.25,17.43,0,0,0,0,0,0,0,0,4721.91,1
317,4172,13-Apr-2002,17-Apr-2002,920.18,0,920.18,184.036,917.18,0,917.18,183.436,3,0,3,0.6,0,0,0,0,0,0,0,0,0,0,0,0,920.18,1
317,4172,13-Apr-2002,17-Apr-2002,1646.44,0,1646.44,383.3016,871.52,0,871.52,174.304,99.75,0,99.75,19.95,675.17,0,675.17,189.0476,0,0,0,0,0,0,0,0,1646.44,1
317,4172,22-Mar-2002,25-Mar-2002,2661.58,0,2661.58,552.0104,2354.34,0,2354.34,470.868,61.06,0,61.06,12.212,246.18,0,246.18,68.9304,0,0,0,0,0,0,0,0,2661.58,1
317,4172,22-Sep-2003,24-Sep-2003,205.86,0,205.86,57.6408,0,0,0,0,0,0,0,0,205.86,0,205.86,57.6408,0,0,0,0,0,0,0,0,205.86,1
317,4172,24-Feb-2002,26-Feb-2002,2130.94,0,2130.94,439.7032,1962,0,1962,392.4,0,0,0,0,168.94,0,168.94,47.3032,0,0,0,0,0,0,0,0,2130.94,1
317,4172,26-Jun-2003,29-Jun-2003,4571.22,0,4571.22,959.2224,2943,0,2943,588.6,1065.99,0,1065.99,213.198,562.23,0,562.23,157.4244,0,0,0,0,0,0,0,0,4571.22,1
317,4172,26-Jun-2003,29-Jun-2003,4119.44,0,4119.44,823.888,3924,0,3924,784.8,195.44,0,195.44,39.088,0,0,0,0,0,0,0,0,0,0,0,0,4119.44,1
317,4172,27-Jun-2002,29-Jun-2002,304.96,0,304.96,60.992,304.96,0,304.96,60.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.96,1
317,4172,27-Jun-2002,29-Jun-2002,2348.57,0,2348.57,478.0396,1635,0,1635,327,609.5,0,609.5,121.9,104.07,0,104.07,29.1396,0,0,0,0,0,0,0,0,2348.57,1
317,4172,27-Jun-2002,29-Jun-2002,40.73,0,40.73,11.4044,0,0,0,0,0,0,0,0,40.73,0,40.73,11.4044,0,0,0,0,0,0,0,0,40.73,1
320,2502,3-Jul-2003,9-Jul-2003,940.93,0,940.93,217.2492,577.64,0,577.64,115.528,0,0,0,0,363.29,0,363.29,101.7212,0,0,0,0,0,0,0,0,940.93,1
320,2502,17-May-2002,21-May-2002,217.94,0,217.94,43.588,0,0,0,0,217.94,0,217.94,43.588,0,0,0,0,0,0,0,0,0,0,0,0,217.94,1
320,2502,18-Jan-2002,21-Jan-2002,677.69,0,677.69,140.522,615.39,0,615.39,123.078,0,0,0,0,62.3,0,62.3,17.444,0,0,0,0,0,0,0,0,677.69,1
320,2502,22-Mar-2002,25-Mar-2002,1110,0,1110,224.4864,1078.92,0,1078.92,215.784,0,0,0,0,31.08,0,31.08,8.7024,0,0,0,0,0,0,0,0,1110,1
320,2502,29-Aug-2002,2-Sep-2002,196.14,0,196.14,39.228,0,0,0,0,196.14,0,196.14,39.228,0,0,0,0,0,0,0,0,0,0,0,0,196.14,1
322,1713,5-Jul-2002,8-Jul-2002,15,0,15,3.4,0,0,0,0,10,0,10,2,5,0,5,1.4,0,0,0,0,0,0,0,0,15,1
322,1713,5-Jul-2002,8-Jul-2002,1254.43,0,1254.43,339.6404,0,0,0,0,145,0,145,29,1109.43,0,1109.43,310.6404,0,0,0,0,0,0,0,0,1254.43,1
322,1713,12-Sep-2003,15-Sep-2003,50,0,50,10,0,0,0,0,50,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,50,1
322,1713,13-Sep-2003,15-Sep-2003,408,0,408,202.24,0,0,0,0,0,0,0,0,8,0,8,2.24,400,0,400,200,0,0,0,0,408,1
322,1713,16-Sep-2004,19-Sep-2004,604.67,0,604.67,279.3076,0,0,0,0,0,0,0,0,104.67,0,104.67,29.3076,500,0,500,250,0,0,0,0,604.67,1
