ST_CODE,ST_NAME,MONTH,YEAR,DIST_NAME,AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTYABBRE,TOTALVALIDVOTESPOLLED,POSITION
S19,Punjab,3,2017,Mansa,96,Mansa ,GEN,ANIL JONY,M,GEN,35,IND,879,8
S19,Punjab,3,2017,Mansa,96,Mansa ,GEN,MANGU SINGH,M,GEN,25,APPA,472,9
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,DILRAJ SINGH,M,GEN,48,SAD,59420,1
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,AJIT INDER SINGH,M,GEN,66,INC,50563,2
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,SUKHWINDER SINGH (BHOLA MANN),M,GEN,41,AAAP,38102,3
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,JASVEER SINGH,M,SC,39,BSP,1188,4
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1062,5
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,SURJIT SINGH,M,GEN,40,CPI(ML)(L),995,6
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,LAL CHAND,M,GEN,52,RMPOI,836,7
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,PARMINDER SINGH,M,GEN,51,AITC,646,8
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,JASWANT SINGH,M,SC,43,APPA,434,9
S19,Punjab,3,2017,Mansa,97,Sardulgarh ,GEN,RAJINDER SINGH,M,GEN,48,SAD(M),416,10
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,BUDH RAM,M,SC,60,AAAP,52265,1
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,RANJIT KAUR BHATTI,F,SC,52,INC,50989,2
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,NISHAN SINGH,M,SC,45,SAD,50477,3
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,KRISHAN SINGH,M,SC,40,CPI,1986,4
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,BHAGWANT SINGH SAMAO,M,SC,40,CPI(ML)(L),1601,5
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,RANJIT SINGH,M,SC,37,SAD(M),1383,6
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,SHER SINGH,M,SC,66,BSP,1074,7
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,None of the Above,NULL,NULL,NULL,NOTA,778,8
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,KALA SINGH,M,SC,37,IND,651,9
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,KIRPAL SINGH,M,SC,43,APPA,549,10
S19,Punjab,3,2017,Mansa,98,Budhlada ,SC,LACHHMAN SINGH MAL SINGH WALA,M,SC,50,AITC,491,11
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,PARMINDER SINGH DHINDSA,M,GEN,43,SAD,65550,1
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,RAJINDER KAUR BHATTAL,F,GEN,71,INC,38735,2
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,JASVIR SINGH,M,GEN,41,AAAP,25089,3
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,RAM DASS,M,SC,31,BSP,3284,4
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,SHAM SINGH,M,GEN,80,IND,1582,5
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,SATWANT SINGH,M,GEN,63,CPI,1201,6
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,None of the Above,NULL,NULL,NULL,NOTA,962,7
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,RAJ KUMAR,M,GEN,57,DEMSWP,688,8
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,BALDEV SINGH,M,SC,57,IND,621,9
S19,Punjab,3,2017,Sangrur,99,Lehra,GEN,GIAN SINGH,M,GEN,55,SAD(M),492,10
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,HARPAL SINGH CHEEMA,M,SC,42,AAAP,46434,1
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,AJAIB SINGH RATOLAN,M,SC,62,INC,44789,2
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,GULZAR SINGH,M,SC,36,SAD,44777,3
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,DARSHAN SINGH SIDHU,M,SC,56,IND,2875,4
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,HARWINDER SINGH,M,SC,34,BSP,2081,5
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,MANDEEP SINGH,M,SC,29,SAD(M),1779,6
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,None of the Above,NULL,NULL,NULL,NOTA,1147,7
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,GHAMAND SINGH,M,SC,55,CPI(ML)(L),789,8
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,BIKAR SINGH,M,SC,51,IND,630,9
S19,Punjab,3,2017,Sangrur,100,Dirba ,SC,JAGTAR SINGH,M,SC,35,APPA,369,10
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,AMAN ARORA,M,GEN,42,AAAP,72815,1
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,GOBIND SINGH LONGOWAL,M,GEN,60,SAD,42508,2
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,DAAMAN THIND BAJWA,F,GEN,28,INC,30518,3
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,RAJINDER DEEPA,M,GEN,55,IND,3237,4
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1718,5
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,SAHBAJ SINGH DASKA,M,GEN,56,SAD(M),1041,6
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,LABH SINGH,M,GEN,54,IND,927,7
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,JARNAIL SINGH,M,GEN,57,CPM,911,8
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,RAM SINGH,M,SC,39,BSP,641,9
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,YADWINDER SINGH,M,GEN,39,IND,375,10
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,BINDER SINGH,M,SC,35,IND,322,11
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,PARAMJEET KAUR,F,GEN,45,IND,203,12
S19,Punjab,3,2017,Sangrur,101,Sunam ,GEN,RANDHIR SINGH,M,GEN,35,APPA,190,13
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,PIRMAL SINGH DHAULA,M,SC,36,AAAP,57095,1
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,SANT BALVIR SINGH GHUNAS,M,SC,59,SAD,36311,2
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,JOGINDER SINGH,M,SC,58,INC,26615,3
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,PARAMJIT SINGH,M,SC,41,SAD(M),2095,4
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,BAGGA SINGH,M,SC,25,IND,1187,5
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,KARAMJIT SINGH,M,SC,32,BSP,941,6
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,None of the Above,NULL,NULL,NULL,NOTA,836,7
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,SAVARAN SINGH,M,SC,39,CPI(ML)(L),628,8
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,RAJINDER KAUR MEEMSA,F,SC,42,IND,527,9
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,GORA SINGH,M,SC,38,IND,468,10
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,JAGDEEP SINGH,M,SC,29,CPIM,376,11
S19,Punjab,3,2017,Barnala,102,Bhadaur ,SC,GURMIT SINGH,M,SC,44,APPA,219,12
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,GURMEET SINGH MEET HAHER,M,GEN,27,AAAP,47606,1
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,KEWAL SINGH DHILLON,M,GEN,67,INC,45174,2
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,SURINDER PAL SINGH SIBIA,M,GEN,62,SAD,31111,3
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,SIMRANJIT SINGH MANN,M,GEN,71,SAD(M),5061,4
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,PARAMJIT KAUR,F,SC,44,BSP,2369,5
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,GURKIMAT SINGH,M,GEN,36,AITC,941,6
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,None of the Above,NULL,NULL,NULL,NOTA,889,7
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,MAHINDER SINGH,M,SC,32,IND,411,8
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,JASPAL SINGH,M,SC,52,BMUP,336,9
S19,Punjab,3,2017,Barnala,103,Barnala ,GEN,RAJ KUMAR,M,SC,43,IVD,254,10
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,KULWANT SINGH PANDORI,M,SC,43,AAAP,57551,1
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,KULWANT SINGH PANDORI,M,SC,43,AAAP,57551,2
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,AJIT SINGH SHANT,M,SC,61,SAD,30487,3
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,AJIT SINGH SHANT,M,SC,61,SAD,30487,4
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,HARCHAND KAUR,F,SC,60,INC,25688,5
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,HARCHAND KAUR,F,SC,60,INC,25688,6
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,MAKHAN SINGH,M,SC,61,BSP,4922,7
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,MAKHAN SINGH,M,SC,61,BSP,4922,8
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,GOBIND SINGH,M,SC,65,IND,3183,9
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,GOBIND SINGH,M,SC,65,IND,3183,10
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,KHUSIA SINGH,M,SC,69,CPI,1177,11
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,KHUSIA SINGH,M,SC,69,CPI,1177,12
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,None of the Above,NULL,NULL,NULL,NOTA,924,13
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,None of the Above,NULL,NULL,NULL,NOTA,924,14
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,GURMAIL SINGH,M,SC,42,IND,892,15
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,GURMAIL SINGH,M,SC,42,IND,892,16
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,DARBARA SINGH,M,SC,39,IND,341,17
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,DARBARA SINGH,M,SC,39,IND,341,18
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,GURMIT SINGH,M,SC,49,APPA,306,19
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,GURMIT SINGH,M,SC,49,APPA,306,20
S19,Punjab,3,2017,Barnala,104,Mehal Kalan ,SC,SARABJIT SINGH,M,SC,56,BMUP,236,21
S19,Punjab,3,2017,Sangrur,104,Mehal Kalan ,SC,SARABJIT SINGH,M,SC,56,BMUP,236,22
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,RAZIA SULTANA,F,GEN,50,INC,58982,1
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,MOHAMMAD OWAIS,M,GEN,50,SAD,46280,2
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,MOHAMAD ARSHAD,M,GEN,47,AAAP,17635,3
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,SHAMSHAD ALI,M,GEN,48,BSP,665,4
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,None of the Above,NULL,NULL,NULL,NOTA,603,5
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,MAHMOOD AHMED THIND,M,GEN,40,IUML,524,6
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,DHARMINDER SINGH,M,GEN,30,IND,307,7
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,TANVEER AHMED,M,GEN,52,IND,302,8
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,PARVEEN NUSRAT,F,GEN,62,AITC,297,9
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,SAIFUL ISLAM,M,GEN,38,IND,267,10
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,MOHD MUKARRAM SAIFY,M,GEN,39,IND,203,11
S19,Punjab,3,2017,Sangrur,105,Malerkotla ,GEN,MAKSOOD UL HAK,M,GEN,48,NCP,190,12
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,SURJIT SINGH DHIMAN,M,GEN,59,INC,50994,1
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,IQBAL SINGH JHUNDAN,M,GEN,55,SAD,39115,2
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,PROF. JASWANT SINGH GAJJANMAJRA,M,GEN,54,LIP,36063,3
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,None of the Above,NULL,NULL,NULL,NOTA,850,4
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,PRITAM SINGH,M,GEN,73,CPI,696,5
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,DEVINDER KAUR CHAUNDA,F,GEN,34,IND,637,6
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,GURDARSHAN SINGH,M,GEN,49,DEMSWP,600,7
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,KARNAIL SINGH,M,GEN,70,SAD(M),600,8
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,MANJINDER SINGH,M,GEN,46,IND,578,9
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,TARSEM SINGH,M,SC,51,BSP,534,10
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,KULWANT SINGH MOHALI,M,GEN,49,IND,349,11
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,HAPRINDER SINGH,M,GEN,29,IND,286,12
S19,Punjab,3,2017,Sangrur,106,Amargarh ,GEN,AMAR SINGH,M,GEN,34,IND,251,13
S19,Punjab,3,2017,Sangrur,107,Dhuri ,GEN,DALVIR SINGH GOLDY,M,GEN,35,INC,49347,1
S19,Punjab,3,2017,Sangrur,107,Dhuri ,GEN,JASVIR SINGH JASSI SEKHON,M,GEN,46,AAAP,46536,2
S19,Punjab,3,2017,Sangrur,107,Dhuri ,GEN,HARI SINGH,M,GEN,60,SAD,28611,3
S19,Punjab,3,2017,Sangrur,107,Dhuri ,GEN,SURJIT SINGH KALABULA,M,GEN,54,SAD(M),1405,4
S19,Punjab,3,2017,Sangrur,107,Dhuri ,GEN,BHOLA SINGH,M,SC,60,BSP,1390,5
S19,Punjab,3,2017,Sangrur,107,Dhuri ,GEN,None of the Above,NULL,NULL,NULL,NOTA,662,6
S19,Punjab,3,2017,Sangrur,107,Dhuri ,GEN,TARSEM KUMAR,M,SC,38,IND,474,7
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,VIJAY INDER SINGLA,M,GEN,45,INC,67310,1
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,DINESH BANSAL,M,GEN,35,AAAP,36498,2
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,PARKASH CHAND GARG,M,GEN,65,SAD,34510,3
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,GURNAIB SINGH,M,GEN,49,SAD(M),1863,4
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,ATMA SINGH,M,SC,68,BSP,939,5
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,None of the Above,NULL,NULL,NULL,NOTA,768,6
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,MANJEET KAUR,F,GEN,55,IND,492,7
S19,Punjab,3,2017,Sangrur,108,Sangrur,GEN,PARMINDER KAUR,F,GEN,51,APPA,401,8
S19,Punjab,3,2017,Patiala,109,Nabha,SC,SADHU SINGH,M,SC,56,INC,60861,1
S19,Punjab,3,2017,Patiala,109,Nabha,SC,GURDEV SINGH DEV MANN,M,SC,47,AAAP,41866,2
S19,Punjab,3,2017,Patiala,109,Nabha,SC,KABIR DASS,M,SC,58,SAD,32482,3
S19,Punjab,3,2017,Patiala,109,Nabha,SC,JEET RAM,M,SC,54,IND,2689,4
S19,Punjab,3,2017,Patiala,109,Nabha,SC,KASHMIR SINGH,M,SC,48,CPI,1409,5
S19,Punjab,3,2017,Patiala,109,Nabha,SC,None of the Above,NULL,NULL,NULL,NOTA,1280,6
S19,Punjab,3,2017,Patiala,109,Nabha,SC,JAGTAR SINGH,M,SC,47,BSP,716,7
S19,Punjab,3,2017,Patiala,109,Nabha,SC,JARNAIL SINGH,M,SC,53,APPA,612,8
S19,Punjab,3,2017,Patiala,109,Nabha,SC,RANJIT KAUR THUHI,F,SC,36,IND,517,9
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,BRAHM MOHINDRA,M,GEN,70,INC,68891,1
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,KARANVIR SINGH TIWANA,M,GEN,40,AAAP,41662,2
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,SATBIR SINGH KHATRA,M,GEN,34,SAD,30784,3
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,UTTAM SINGH BAGRI,M,GEN,60,CPI,1125,4
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,SUKH LAL,M,SC,35,BSP,1119,5
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,None of the Above,NULL,NULL,NULL,NOTA,1009,6
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,SHAMINDER KAUR,F,GEN,37,APPA,388,7
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,JASVIR KAUR,F,GEN,35,IND,297,8
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,RESHAM KAHLON,M,GEN,46,IND,280,9
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,JASBIR SINGH,M,GEN,53,IND,273,10
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,RANJIT KAUR,F,GEN,67,BGTD,245,11
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,SHANKAR BHARADWAJ,M,GEN,34,SHS,234,12
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,BHARATDEEP THAKUR,M,GEN,42,HSS,206,13
S19,Punjab,3,2017,Patiala,110,Patiala Rural,GEN,SOHAN LAL SHARMA,M,GEN,62,SAKAP,155,14
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,HARDIAL SINGH KAMBOJ,M,GEN,58,INC,59107,1
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,HARDIAL SINGH KAMBOJ,M,GEN,58,INC,59107,2
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,ASHUTOSH JOSHI,M,GEN,40,AAAP,26542,3
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,ASHUTOSH JOSHI,M,GEN,40,AAAP,26542,4
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,HARJIT SINGH GREWAL,M,GEN,64,BJP,19151,5
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,HARJIT SINGH GREWAL,M,GEN,64,BJP,19151,6
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,JAGDISH KUMAR,M,GEN,43,IND,15073,7
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,JAGDISH KUMAR,M,GEN,43,IND,15073,8
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,NIRMALJIT SINGH,M,GEN,38,IND,3939,9
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,NIRMALJIT SINGH,M,GEN,38,IND,3939,10
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,RAVINDER JAIN,M,GEN,47,BSP,1126,11
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,RAVINDER JAIN,M,GEN,47,BSP,1126,12
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,None of the Above,NULL,NULL,NULL,NOTA,1026,13
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,None of the Above,NULL,NULL,NULL,NOTA,1026,14
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,SOBHA SINGH,M,GEN,29,SAD(M),684,15
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,SOBHA SINGH,M,GEN,29,SAD(M),684,16
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,MAHESH KUMAR,M,GEN,52,IND,443,17
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,MAHESH KUMAR,M,GEN,52,IND,443,18
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,DALBIR SINGH,M,GEN,54,IND,429,19
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,DALBIR SINGH,M,GEN,54,IND,429,20
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,RAJINDER KUMAR,M,GEN,40,APPA,282,21
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,RAJINDER KUMAR,M,GEN,40,APPA,282,22
S19,Punjab,3,2017,Patiala,111,Rajpura,GEN,SHER SINGH,M,GEN,60,JJJKP,271,23
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,111,Rajpura,GEN,SHER SINGH,M,GEN,60,JJJKP,271,24
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,NARINDER KUMAR SHARMA,M,GEN,47,SAD,70792,1
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,DEEPINDER SINGH,M,GEN,54,INC,68871,2
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,SARABJIT KAUR,F,GEN,72,AAAP,33150,3
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1345,4
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,GURMEET SINGH,M,GEN,58,BSP,1268,5
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,DHARMINDER KUMAR,M,GEN,49,SHS,892,6
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,AMRIK SINGH,M,SC,29,APPA,562,7
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,VINOD KUMAR SHARMA,M,GEN,59,IND,473,8
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,MANJU KAUSHAL,F,GEN,42,SAKAP,449,9
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,112,Dera Bassi ,GEN,MAAN SINGH,M,GEN,41,IND,338,10
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,THEKEDAR MADAN LAL JALALPUR,M,GEN,57,INC,65965,1
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,THEKEDAR MADAN LAL JALALPUR,M,GEN,57,INC,65965,2
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,HARPREET KAUR MUKHMAILPUR,F,GEN,57,SAD,29408,3
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,HARPREET KAUR MUKHMAILPUR,F,GEN,57,SAD,29408,4
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,ANU RANDHAWA,F,GEN,35,AAAP,23188,5
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,ANU RANDHAWA,F,GEN,35,AAAP,23188,6
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,ANUPINDER KAUR SANDHU,F,GEN,52,IND,2833,7
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,ANUPINDER KAUR SANDHU,F,GEN,52,IND,2833,8
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,JAGJEET SINGH,M,SC,36,BSP,1275,9
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,JAGJEET SINGH,M,SC,36,BSP,1275,10
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,GURSEWAK SINGH,M,GEN,28,DEMSWP,1131,11
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,GURSEWAK SINGH,M,GEN,28,DEMSWP,1131,12
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,None of the Above,NULL,NULL,NULL,NOTA,829,13
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,None of the Above,NULL,NULL,NULL,NOTA,829,14
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,BALJIT SINGH,M,GEN,40,JJJKP,462,15
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,BALJIT SINGH,M,GEN,40,JJJKP,462,16
S19,Punjab,3,2017,Shahibzada Ajit Singh Nagar,113,Ghanaur,GEN,SURINDER KAUR,F,GEN,58,IND,388,17
S19,Punjab,3,2017,Patiala,113,Ghanaur,GEN,SURINDER KAUR,F,GEN,58,IND,388,18
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,HARINDER PAL SINGH CHANDUMAJRA,M,GEN,37,SAD,58867,1
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,HARINDER PAL SINGH MANN,M,GEN,59,INC,53997,2
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,KULDEEP KAUR TOHRA,F,GEN,63,AAAP,33179,3
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,HARMEET SINGH PATHAN MAJRA,M,GEN,41,IND,11840,4
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,MOHAN LAL,M,GEN,35,IND,1019,5
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,RAJINDER SINGH PAWAR,M,GEN,49,IND,845,6
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,None of the Above,NULL,NULL,NULL,NOTA,760,7
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,GURPINDER SINGH CHHINA,M,GEN,46,BSP,701,8
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,LAKHWINDER SINGH SANAUR,M,GEN,59,IND,643,9
S19,Punjab,3,2017,Patiala,114,Sanour ,GEN,PURAN CHAND VARTIA,M,SC,58,IND,471,10
