loanId,decision,isTier1,isRented,isMale,isSelfEmp,hasProofIncome,isMarried,isGrad,hasLoans,hasBankSavings,age,yrsAtAdd,yrsAtJob,monthlyExpenses,totalIncome,disposIncome,marketValHome,oldEMI,amntRequired,termRequired,downPayment,bankSavings,calcEMI,emiToTotInc,emiToDispInc,totEMItoTotInc,ltv,ltv_register,propDownPay,disposIncome_s,marketValHome_s,amntRequired_s,bankSavings_s,calcEMI_s,oldEMI_s
FBD-9Q66-554570,1,0,1,0,1,1,1,1,0,0,36,10,11,15323,29314,13991,1025641,0,800000,180,200000,0,12312.03027,42.00051263,87.99964458,42.00051263,78.00000195,80,0.2,1.3991,1.025641,8,0,1.231203027,0
FBD-AK6P-688742,0,0,1,0,1,1,1,0,0,0,31,4,10,11462,40500,29038,1351351,0,1000000,180,350000,0,15390.04004,38.00009886,52.99965576,38.00009886,74.00001924,74,0.259259259,2.9038,1.351351,10,0,1.539004004,0
FBD-Q1Q2-562069,1,0,1,0,0,0,1,0,0,0,40,1,8,9648,13741,4093,520833,0,250000,180,275000,0,3847.51001,28.0002184,94.00219911,28.0002184,48.00003072,48,0.523809524,0.4093,0.520833,2.5,0,0.384751001,0
FBD-BPD8-941298,0,0,0,0,0,0,1,0,0,0,39,38,10,8819,14894,6075,1034483,0,300000,180,750000,0,4617.009766,30.99912559,76.00016075,30.99912559,28.99999323,29,0.714285714,0.6075,1.034483,3,0,0.461700977,0
FBD-L8CD-582575,0,0,0,0,1,0,1,0,0,0,40,20,20,14425,27888,13463,1000000,0,500000,84,166000,0,11712.96973,42.00003488,87.00118641,42.00003488,50,75,0.249249249,1.3463,1,5,0,1.171296973,0
FBD-1Y2E-899899,1,0,0,0,1,1,1,1,0,0,45,1,9,11289,26738,15449,666667,0,400000,120,272000,0,6951.910156,26.00011278,44.9990948,26.00011278,59.99997,60,0.404761905,1.5449,0.666667,4,0,0.695191016,0
FBD-0VK4-929212,1,0,1,0,1,0,1,0,0,0,28,1,8,16072,31685,15613,2058824,0,700000,180,200000,0,10773.03027,34.00041115,69.00038605,34.00041115,33.99999223,78,0.222222222,1.5613,2.058824,7,0,1.077303027,0
FBD-QYQW-669655,1,0,0,0,1,0,1,1,0,0,36,7,10,18299,37537,19238,2380952,0,1000000,180,450000,0,15390.04004,40.99965378,79.99812891,40.99965378,42.00000672,43,0.310344828,1.9238,2.380952,10,0,1.539004004,0
FBD-O7B7-517478,1,0,1,0,0,1,0,1,0,0,31,4,1,10558,36643,26085,1470588,0,1000000,180,602550,0,15390.04004,41.99994553,58.99957845,41.99994553,68.00001088,84,0.375994509,2.6085,1.470588,10,0,1.539004004,0
FBD-1T33-715398,1,0,1,1,1,0,1,1,0,0,30,2,8,23750,42750,19000,1250000,0,1000000,180,320000,0,15390.04004,36.00009366,81.00021073,36.00009366,80,80,0.242424242,1.9,1.25,10,0,1.539004004,0
FBD-EZE0-966169,0,0,1,0,1,0,1,0,0,0,33,1,8,9182,33666,24484,945946,0,700000,180,250000,0,10773.03027,31.99973348,44.00028702,31.99973348,73.99999577,74,0.263157895,2.4484,0.945946,7,0,1.077303027,0
FBD-1HZ9-883548,1,0,1,0,1,0,1,0,0,0,29,1,15,20082,51117,31035,3125000,0,1000000,120,400000,0,17379.76953,33.99997952,56.00054626,33.99997952,32,40,0.285714286,3.1035,3.125,10,0,1.737976953,0
FBD-0770-812482,1,0,1,0,1,0,1,1,0,0,24,10,10,11179,20797,9619,1724138,0,500000,180,550000,0,7695.02002,37.00062518,79.99812891,37.00062518,28.99999884,29,0.523809524,0.9619,1.724138,5,0,0.769502002,0
FBD-K8A3-822405,0,0,1,0,0,0,1,0,0,0,38,1,10,12134,30152,18018,1246753,0,960000,180,290000,0,14774.44043,48.99986876,81.99822638,48.99986876,77.00001524,77,0.232,1.8018,1.246753,9.6,0,1.477444043,0
FBD-34D9-934905,0,0,0,0,1,0,1,0,0,0,38,10,15,22902,96188,73286,1492537,0,1000000,180,350000,0,15390.04004,15.99995846,20.99997276,15.99995846,67.00001407,74,0.259259259,7.3286,1.492537,10,0,1.539004004,0
FBD-CLI2-693815,1,0,1,0,0,0,1,0,0,0,49,9,4,12135,26447,14313,1206897,0,700000,120,250000,0,12165.83984,46.00083126,84.99853171,46.00083126,57.99997846,78,0.263157895,1.4313,1.206897,7,0,1.216583984,0
FBD-HD18-689958,1,0,0,0,1,0,1,0,1,0,43,1,15,31480,62959,31480,2142857,17585,900000,180,360000,0,13851.04004,22.00009536,43.99949186,49.93097101,42.0000028,75,0.285714286,3.148,2.142857,9,0,1.385104004,1.7585
FBD-U48A-512398,0,0,0,0,1,0,1,0,0,0,43,5,12,11035,49656,38622,1333333,0,1000000,120,330000,0,17379.76953,35.00034141,44.99966219,35.00034141,75.00001875,75,0.248120301,3.8622,1.333333,10,0,1.737976953,0
FBD-HK8G-934433,0,0,0,0,0,0,1,0,0,0,33,11,5,6110,29787,23677,2222222,0,600000,180,1632500,0,9234.030273,31.00020235,39.00000115,31.00020235,27.0000027,27,0.731243001,2.3677,2.222222,6,0,0.923403027,0
GUJ-74F3-862520,1,1,0,0,0,1,1,1,0,0,58,17,11,10179,23266,13087,735294,0,125000,120,604000,0,2093.909912,8.999870679,15.99992292,8.999870679,17.00000272,17,0.828532236,1.3087,0.735294,1.25,0,0.209390991,0
GUJ-JYU9-935785,1,1,0,0,1,1,0,0,0,0,30,20,5,6362,22555,16193,544304,0,430000,180,115000,0,6315.410156,28.00004503,39.00086554,28.00004503,78.9999706,79,0.211009174,1.6193,0.544304,4.3,0,0.631541016,0
GUJ-194T-864367,0,1,0,0,1,0,1,0,0,0,33,10,10,4058,12414,8356,280899,0,250000,120,31000,0,4344.939941,35.00032174,51.99784516,35.00032174,88.99996084,89,0.110320285,0.8356,0.280899,2.5,0,0.434493994,0
GUJ-F3P2-688767,1,1,1,0,0,1,1,0,0,0,41,2,4,7217,13893,6676,448718,0,350000,180,100000,0,5140.450195,37.00028932,76.99895439,37.00028932,77.99999109,78,0.222222222,0.6676,0.448718,3.5,0,0.51404502,0
GUJ-LPF6-595397,1,1,1,0,0,1,1,1,0,1,44,1,3,9088,15503,6415,703704,0,380000,180,320000,40856,5581.060059,35.99987137,87.0001568,35.99987137,53.99997726,54,0.457142857,0.6415,0.703704,3.8,4.0856,0.558106006,0
GUJ-D9HU-784193,1,1,1,0,1,1,1,0,1,0,38,4,12,9042,15132,6090,425000,2032,340000,180,86000,0,4993.580078,33.00013269,81.9963888,46.42862859,80,80,0.201877934,0.609,0.425,3.4,0,0.499358008,0.2032
GUJ-4B78-603853,0,1,1,0,0,1,0,0,1,0,28,4,2,6587,16467,9880,2312500,4461,370000,180,1880000,0,5434.189941,33.00048546,55.00192248,60.09103019,16,16,0.835555556,0.988,2.3125,3.7,0,0.543418994,0.4461
GUJ-X414-760977,1,1,0,1,0,1,1,0,0,1,45,20,14,3615,15015,11400,701754,0,400000,180,300000,154000,6156.02002,40.99913433,54.00017561,40.99913433,57.00003135,57,0.428571429,1.14,0.701754,4,15.4,0.615602002,0
GUJ-128S-564684,1,1,0,1,0,0,1,0,0,0,49,25,18,5877,12527,6650,648148,0,350000,180,300000,0,5386.52002,42.99928171,81.00030105,42.99928171,54.00001234,54,0.461538462,0.665,0.648148,3.5,0,0.538652002,0
GUJ-F051-679519,1,1,1,0,1,1,1,0,1,1,47,4,9,9645,21218,11574,690909,4186,76000,120,617000,5000,1273.099976,6.000094145,10.99965419,25.72862652,11.00000145,11,0.89033189,1.1574,0.690909,0.76,0.5,0.127309998,0.4186
GUJ-JP0L-918381,1,1,0,0,1,0,1,0,0,0,32,29,8,10018,18294,8276,350877,0,200000,120,150000,0,3475.949951,19.0004917,42.0003619,19.0004917,57.00003135,0,0.428571429,0.8276,0.350877,2,0,0.347594995,0
GUJ-XL46-647311,1,1,1,0,1,1,1,0,0,1,32,1,10,8139,18604,10464,1295455,0,570000,180,367000,21110,8371.589844,44.99887037,80.00372557,44.99887037,43.99998456,61,0.39167556,1.0464,1.295455,5.7,2.111,0.837158984,0
GUJ-TBZ2-794701,1,1,0,0,0,0,1,0,1,0,51,40,6,16440,19728,3288,322581,3415,100000,60,0,0,2761.889893,13.99984739,83.99908432,31.31026912,30.9999659,31,0,0.3288,0.322581,1,0,0.276188989,0.3415
GUJ-XVOQ-802672,1,1,0,0,1,0,0,0,0,0,47,20,35,5971,16156,10185,350877,0,200000,84,150000,0,4685.189941,28.99969015,46.00088308,28.99969015,57.00003135,57,0.428571429,1.0185,0.350877,2,0,0.468518994,0
GUJ-6KNJ-857293,1,1,0,0,1,1,1,0,0,1,51,22,20,8174,21986,13812,2500000,0,700000,180,1800000,332502,10773.03027,48.99950093,77.99761275,48.99950093,28,0,0.72,1.3812,2.5,7,33.2502,1.077303027,0
GUJ-C08R-978211,1,1,1,1,1,1,1,1,0,0,50,1,10,13646,24190,10545,1400000,0,280000,180,1088000,0,4112.359863,17.00024747,38.9981969,17.00024747,20,20,0.795321637,1.0545,1.4,2.8,0,0.411235986,0
GUJ-3G0L-527728,1,1,0,0,0,1,1,0,0,0,37,10,10,4853,14329,9475,869565,0,400000,180,465217,0,5874.799805,40.99937054,62.00316417,40.99937054,46.0000115,46,0.537688233,0.9475,0.869565,4,0,0.58747998,0
GUJ-TS85-635279,0,1,1,0,1,1,1,0,0,0,40,3,25,8800,25000,16200,626063,0,630000,180,165000,0,9695.730469,38.78292188,59.85018808,38.78292188,100.6288505,100.6289291,0.20754717,1.62,0.626063,6.3,0,0.969573047,0
GUJ-L8L8-614050,1,1,1,0,1,1,1,0,0,1,36,2,11,11794,22632,10838,1515152,0,500000,180,1000000,339706,7695.02002,34.00061868,71.00036925,34.00061868,32.99998944,33,0.666666667,1.0838,1.515152,5,33.9706,0.769502002,0
GUJ-0415-795451,1,1,0,0,1,0,1,0,1,1,41,39,13,12945,28244,15299,1630435,2271,750000,180,450000,20510,11015.25977,39.00035323,71.99986774,47.04099903,45.99999387,62,0.375,1.5299,1.630435,7.5,2.051,1.101525977,0.2271
GUJ-F860-942586,1,1,0,0,1,0,1,0,0,1,29,20,7,10848,20028,9179,434783,0,300000,180,133500,50275,4406.100098,21.99970091,48.00196206,21.99970091,68.9999379,69,0.307958478,0.9179,0.434783,3,5.0275,0.44061001,0
GUJ-27UG-924649,1,1,0,0,1,1,1,1,0,1,30,15,20,12883,24478,11595,974026,0,750000,180,222000,3052,11015.25977,45.00065269,95.00008422,45.00065269,76.99999795,77,0.228395062,1.1595,0.974026,7.5,0.3052,1.101525977,0
GUJ-1USJ-496223,1,1,0,0,1,0,1,0,0,1,34,32,18,19095,27279,8184,500000,0,150000,36,0,4568,5728.569824,20.99992604,69.99718749,20.99992604,30,30,0,0.8184,0.5,1.5,0.4568,0.572856982,0
GUJ-QCVF-981432,1,1,0,0,0,1,1,0,0,1,32,30,5,9585,22364,12780,858974,0,670000,180,255000,9072,9840.290039,44.00058147,76.99757464,44.00058147,78.0000326,72,0.275675676,1.278,0.858974,6.7,0.9072,0.984029004,0
GUJ-DH6A-520899,1,1,0,0,1,1,1,0,0,1,43,1,20,8632,13852,5219,851852,0,230000,144,611000,8540,3601.399902,25.99913299,69.00555475,25.99913299,26.9999953,0,0.726516052,0.5219,0.851852,2.3,0.854,0.36013999,0
GUJ-2BXJ-956640,1,1,0,0,1,0,1,0,0,1,37,18,22,19072,30227,11155,1481481,0,400000,84,1100000,8298,9370.379883,31.0000327,84.00161258,31.0000327,27.00000878,27,0.733333333,1.1155,1.481481,4,0.8298,0.937037988,0
GUJ-FB4K-609098,1,1,1,0,0,1,0,0,1,1,34,1,5,8006,15736,7730,379747,1462,300000,180,81564,29040,4406.100098,28.00012772,57.00000126,37.29092589,78.99996577,79,0.213762305,0.773,0.379747,3,2.904,0.44061001,0.1462
GUJ-S2EJ-510878,1,1,0,0,1,0,1,0,0,0,32,29,10,18111,29596,11485,746269,0,500000,180,247900,0,7695.02002,26.0002028,67.00060966,26.0002028,66.99996918,67,0.331461425,1.1485,0.746269,5,0,0.769502002,0
GUJ-LJ12-874279,1,1,0,0,0,0,1,0,0,0,29,26,6,5620,11240,5620,797872,0,375000,180,425000,0,5507.629883,49.00026586,98.00053172,49.00026586,47.00002005,0,0.53125,0.562,0.797872,3.75,0,0.550762988,0
GUJ-FPRP-734072,1,1,1,0,0,0,1,0,0,0,61,1,6,6146,12584,6438,530986,0,377000,180,151108,0,5537,44.00031786,86.00497049,44.00031786,70.9999887,71,0.286130867,0.6438,0.530986,3.77,0,0.5537,0
GUJ-IG6N-631031,0,1,0,0,1,1,1,0,0,1,30,24,15,3950,15000,11050,637500,0,600000,180,250000,3804,9234.030273,61.56020182,83.56588483,61.56020182,94.11764706,94.11764526,0.294117647,1.105,0.6375,6,0.3804,0.923403027,0
GUJ-QE6W-758266,1,1,1,0,0,0,0,0,0,1,28,2,5,4231,7532,3300,444444,0,200000,180,242000,12072,2937.399902,38.99893657,89.01211825,38.99893657,45.000045,45,0.547511312,0.33,0.444444,2,1.2072,0.29373999,0
GUJ-9920-541880,1,1,0,0,1,1,1,0,0,1,27,1,8,5893,12239,6346,921053,0,350000,180,568000,4022,5140.450195,42.00057354,81.00299709,42.00057354,37.9999848,38,0.618736383,0.6346,0.921053,3.5,0.4022,0.51404502,0
GUJ-93R3-607655,1,1,1,0,1,1,1,0,0,1,31,1,10,9924,19847,9924,1000000,0,500000,180,495000,3068,7343.5,37.00055424,73.99738009,37.00055424,50,50,0.497487437,0.9924,1,5,0.3068,0.73435,0
GUJ-HXNQ-873836,1,1,1,0,1,0,1,0,0,1,31,5,20,11308,24736,13428,457143,0,320000,180,139000,80920,4699.839844,18.99999937,35.00029672,18.99999937,69.99997813,70,0.302832244,1.3428,0.457143,3.2,8.092,0.469983984,0
GUJ-QUO6-902039,1,1,0,0,0,0,1,0,0,1,48,10,26,8700,33713,25013,919444,0,331000,84,339800,15358,7753.990234,23.0000007,30.99984102,23.0000007,36.0000174,49,0.506559332,2.5013,0.919444,3.31,1.5358,0.775399023,0
GUJ-460M-628589,1,1,0,0,0,1,1,0,0,0,33,17,3,9101,15017,5916,1666667,0,250000,84,65600,0,5856.490234,38.99906928,98.9940878,38.99906928,14.999997,79,0.207858048,0.5916,1.666667,2.5,0,0.585649023,0
GUJ-29W0-860529,1,1,0,0,0,0,1,0,0,1,27,25,10,10667,15060,4392,461538,0,180000,84,229032,7768,4216.669922,27.99913627,96.00796726,27.99913627,39.000039,44,0.559936631,0.4392,0.461538,1.8,0.7768,0.421666992,0
GUJ-70B1-875283,1,1,1,1,1,0,1,0,0,1,38,15,3,6418,13871,7453,850000,0,340000,180,485000,12374,4993.580078,36.00014475,67.00094027,36.00014475,40,41,0.587878788,0.7453,0.85,3.4,1.2374,0.499358008,0
GUJ-R65N-622968,1,1,1,0,1,1,1,0,0,1,54,3,20,11428,19779,8351,800000,0,480000,144,320000,1404,7515.959961,37.99969645,90.00071801,37.99969645,60,0,0.4,0.8351,0.8,4.8,0.1404,0.751595996,0
GUJ-WRV3-597176,1,1,0,0,0,1,1,0,0,1,40,20,2,6163,12484,6321,809524,0,340000,180,210000,5156,4993.580078,39.99984042,78.99984303,39.99984042,41.99999012,62,0.381818182,0.6321,0.809524,3.4,0.5156,0.499358008,0
GUJ-XP6Q-795324,1,1,0,0,0,1,1,0,0,1,45,1,12,6999,13055,6056,1142857,0,400000,180,400000,14562,5874.799805,45.0003815,97.0079228,45.0003815,35.00000438,50,0.5,0.6056,1.142857,4,1.4562,0.58747998,0
GUJ-C98L-628230,1,1,0,0,1,1,1,0,0,1,41,15,30,11595,36718,25123,822785,0,650000,180,200000,6190,9546.549805,25.99964542,37.99924294,25.99964542,78.99998177,76,0.235294118,2.5123,0.822785,6.5,0.619,0.95465498,0
GUJ-592E-753377,1,1,1,0,1,0,1,0,0,1,31,2,10,7851,17911,10060,694444,0,500000,180,190000,8928,7343.5,40.99994417,72.99701789,40.99994417,72.00004608,0,0.275362319,1.006,0.694444,5,0.8928,0.73435,0
GUJ-AKB4-589367,1,1,1,0,1,1,1,0,0,1,31,6,7,15363,21375,6012,362319,0,250000,180,0,61126,3847.51001,18.00004683,63.99717248,18.00004683,68.99996964,69,0,0.6012,0.362319,2.5,6.1126,0.384751001,0
GUJ-VW1E-832732,1,1,1,1,1,1,1,0,0,1,40,5,3,5589,14062,8473,600000,0,450000,180,153112,20836,6609.149902,47.00007042,78.00247731,47.00007042,75,75,0.253869928,0.8473,0.6,4.5,2.0836,0.66091499,0
GUJ-9X72-860716,1,1,1,0,0,1,1,0,0,1,53,4,6,8423,18840,10418,734177,0,580000,156,154400,4728,8854.889648,47.00047584,84.99606113,47.00047584,79.00002316,79,0.210239651,1.0418,0.734177,5.8,0.4728,0.885488965,0
GUJ-KO9H-627721,1,1,1,0,0,1,1,0,0,1,27,1,4,10458,21426,10968,1222222,0,550000,120,200000,2256,9213.219727,43.00018541,84.00090925,43.00018541,45.00000818,73,0.266666667,1.0968,1.222222,5.5,0.2256,0.921321973,0
GUJ-34LB-927526,1,1,0,0,1,1,1,0,0,1,29,26,13,8405,21419,13014,1000000,0,700000,180,300000,104344,10280.91016,47.99902029,78.9988486,47.99902029,70,70,0.3,1.3014,1,7,10.4344,1.028091016,0
GUJ-ZB3K-571285,1,1,1,0,1,0,1,0,0,1,41,15,10,5640,9179,3539,465116,0,200000,180,267500,31878,2937.399902,32.00130627,83.00084494,32.00130627,43.0000258,43,0.572192513,0.3539,0.465116,2,3.1878,0.29373999,0
GUJ-991V-981516,1,1,1,0,1,1,1,0,0,1,37,7,7,8850,15119,6269,813953,0,350000,180,50000,21544,5140.450195,33.99993515,81.99792942,33.99993515,43.0000258,88,0.125,0.6269,0.813953,3.5,2.1544,0.51404502,0
GUJ-WNJD-994461,1,1,1,0,1,1,1,0,0,1,37,6,7,7398,13680,6282,547945,0,400000,180,151000,5162,6156.02002,45.00014634,97.99458802,45.00014634,73.00002738,73,0.274047187,0.6282,0.547945,4,0.5162,0.615602002,0
GUJ-WNTO-983560,1,1,0,0,0,1,1,0,0,1,25,3,5,6982,14962,7980,1253846,0,326000,180,525000,83002,4787.959961,32.00080177,59.99949826,32.00080177,26.00000319,38,0.616921269,0.798,1.253846,3.26,8.3002,0.478795996,0
GUJ-5F5P-595161,0,1,0,0,0,0,1,0,0,0,43,9,12,9564,13599,4035,675676,0,250000,180,421000,0,3671.75,27.00014707,90.99752169,27.00014707,36.99998224,0,0.627421759,0.4035,0.675676,2.5,0,0.367175,0
GUJ-8YI9-639384,0,1,0,0,0,1,1,0,0,1,51,15,3,5554,14489,8935,1303571,0,365000,180,935000,119312,5360.759766,36.99882508,59.99731131,36.99882508,28.00000921,28,0.719230769,0.8935,1.303571,3.65,11.9312,0.536075977,0
GUJ-B885-787698,1,1,0,0,0,1,1,0,0,1,59,4,22,9897,18211,8314,454545,0,200000,96,259000,32714,3824.290039,20.99989039,45.99819628,20.99989039,44.000044,44,0.564270153,0.8314,0.454545,2,3.2714,0.382429004,0
GUJ-DH12-721496,1,1,1,0,0,1,1,0,0,1,36,3,3,9026,20082,11057,1313725,0,670000,180,630000,2554,9840.290039,49.00054795,88.99602097,49.00054795,51.00001903,52,0.484615385,1.1057,1.313725,6.7,0.2554,0.984029004,0
GUJ-3MU7-608874,0,1,0,0,1,0,1,0,0,0,51,9,30,8450,30000,21550,1150000,0,800000,180,350000,0,12312.03027,41.04010091,57.13239106,41.04010091,69.56521739,69.56521606,0.304347826,2.155,1.15,8,0,1.231203027,0
GUJ-64N8-534304,0,1,1,0,1,0,1,0,0,1,52,1,25,6870,25000,18130,702000,0,600000,180,336000,67396,9234.030273,36.93612109,50.93232363,36.93612109,85.47008547,85.47008514,0.358974359,1.813,0.702,6,6.7396,0.923403027,0
GUJ-2RYK-933613,1,1,0,0,0,1,1,1,0,1,43,10,3,5028,23979,18951,1355932,0,800000,180,200000,110992,11749.61035,48.99958443,61.99994909,48.99958443,59.00000885,80,0.2,1.8951,1.355932,8,11.0992,1.174961035,0
GUJ-KLLD-920960,1,1,0,0,1,0,1,0,1,1,39,8,20,17837,24817,6980,909091,4050,400000,120,500000,288,6700.52002,26.99971801,95.99598882,43.31917645,43.9999956,0,0.555555556,0.698,0.909091,4,0.0288,0.670052002,0.405
GUJ-8H6L-920842,1,1,1,0,0,0,1,0,0,1,42,5,2,5873,11908,6036,491803,0,300000,180,193000,6270,4406.100098,37.0011765,72.99701951,37.0011765,61.00003457,61,0.39148073,0.6036,0.491803,3,0.627,0.44061001,0
GUJ-J471-631445,1,1,0,0,0,1,1,0,0,1,41,7,2,6286,13470,7184,793103,0,230000,84,570000,22056,5387.970215,39.99977888,74.9995854,39.99977888,29.00001639,29,0.7125,0.7184,0.793103,2.3,2.2056,0.538797021,0
GUJ-0388-734239,1,1,0,0,1,0,1,1,0,1,47,12,5,8952,13156,4204,854839,0,265000,180,585000,17664,4078.360107,31.00000082,97.01142025,31.00000082,30.99998947,31,0.688235294,0.4204,0.854839,2.65,1.7664,0.407836011,0
GUJ-32VD-745623,1,1,0,0,0,0,1,0,0,0,51,40,5,11951,23902,11951,810811,0,300000,96,50000,0,5736.439941,23.9998324,47.99966481,23.9998324,36.99999137,86,0.142857143,1.1951,0.810811,3,0,0.573643994,0
GUJ-8GZ4-581055,1,1,0,0,0,1,1,0,0,1,53,7,24,7139,12238,5099,444444,0,160000,96,290500,7024,3059.429932,24.99942745,60.00058701,24.99942745,36.000036,36,0.644839068,0.5099,0.444444,1.6,0.7024,0.305942993,0
GUJ-JQU2-618066,0,1,0,0,0,1,1,0,0,1,25,12,1,4300,12500,8200,453750,0,500000,180,226000,2176,7695.02002,61.56016016,93.84170756,61.56016016,110.1928375,110.1928406,0.311294766,0.82,0.45375,5,0.2176,0.769502002,0
GUJ-5KP3-950378,1,1,1,0,1,0,1,0,0,1,43,6,7,16843,21725,4882,362319,0,250000,120,110366,1536,4344.939941,19.99972355,88.99917946,19.99972355,68.99996964,69,0.306260857,0.4882,0.362319,2.5,0.1536,0.434493994,0
GUJ-2VAU-602681,1,1,1,0,0,1,1,0,0,1,51,6,2,7003,15055,8053,725806,0,450000,180,276000,266,6925.52002,46.00146144,85.99925518,46.00146144,62.00003858,62,0.380165289,0.8053,0.725806,4.5,0.0266,0.692552002,0
GUJ-M1L3-565739,1,1,0,0,0,1,1,0,1,1,52,35,4,8285,17951,9666,451875,1775,361500,120,91000,768,6282.790039,34.99966597,64.99886239,44.8876945,80,80,0.201104972,0.9666,0.451875,3.615,0.0768,0.628279004,0.1775
GUJ-5ATW-922425,1,1,1,0,0,0,1,0,1,0,43,2,12,9681,17376,7695,875000,1522,350000,180,50000,0,5386.52002,30.99976991,70.00026016,39.75897801,40,88,0.125,0.7695,0.875,3.5,0,0.538652002,0.1522
GUJ-LPOB-490361,1,1,1,0,1,0,1,1,0,1,57,2,8,8176,16552,8376,454545,0,400000,120,52500,24396,6951.910156,42.00042385,82.99797226,42.00042385,88.000088,88,0.116022099,0.8376,0.454545,4,2.4396,0.695191016,0
GUJ-77TW-867508,0,1,1,0,1,0,1,0,0,1,39,7,12,9800,50000,40200,960000,0,800000,180,100000,1019,12312.03027,24.62406055,30.62694098,24.62406055,83.33333333,83.33333588,0.111111111,4.02,0.96,8,0.1019,1.231203027,0
GUJ-D4DH-641691,1,1,0,1,0,0,1,0,0,1,38,10,2,7329,12825,5496,1250000,0,350000,180,910000,31008,5386.52002,42.0001561,98.00800618,42.0001561,28,28,0.722222222,0.5496,1.25,3.5,3.1008,0.538652002,0
GUJ-7ZP2-834103,1,1,1,0,1,0,1,0,0,1,38,4,20,7915,14071,6156,603774,0,320000,180,0,2554,4924.810059,34.99971614,80.00016339,34.99971614,52.99996356,53,0,0.6156,0.603774,3.2,0.2554,0.492481006,0
GUJ-6GPP-853376,1,1,0,0,0,0,1,0,0,1,55,40,2,7668,12914,5246,789474,0,300000,132,465000,179782,5036.5,39.00030974,96.00648113,39.00030974,37.9999848,39,0.607843137,0.5246,0.789474,3,17.9782,0.50365,0
GUJ-4PO3-518268,0,1,0,0,1,0,1,0,0,1,29,4,15,4750,40000,35250,562500,0,600000,180,150000,2606,9234.030273,23.08507568,26.19583056,23.08507568,106.6666667,106.6666641,0.2,3.525,0.5625,6,0.2606,0.923403027,0
GUJ-3FSR-676115,0,1,0,0,1,0,1,0,0,1,40,18,20,7230,30000,22770,1080000,0,800000,180,280000,6188,12312.03027,41.04010091,54.0712792,41.04010091,74.07407407,74.07407379,0.259259259,2.277,1.08,8,0.6188,1.231203027,0
GUJ-VBXP-695620,1,1,0,0,0,1,1,0,0,1,52,21,5,8410,17067,8657,1062500,0,255000,84,802500,3286,5973.620117,35.00099676,69.00335124,35.00099676,24,24,0.758865248,0.8657,1.0625,2.55,0.3286,0.597362012,0
GUJ-F21R-686129,0,1,0,0,1,0,1,0,1,1,56,25,25,8550,18000,9450,139125,1317,300000,180,71000,82044,4617.009766,25.65005425,48.8572462,32.96672092,215.6334232,215.6334229,0.191374663,0.945,0.139125,3,8.2044,0.461700977,0.1317
GUJ-V4JA-676068,0,1,0,0,1,0,1,0,1,0,50,40,18,4500,9000,4500,1566433,1317,150000,84,14100,0,3513.889893,39.04322103,78.08644206,53.67655436,9.57589632,2,0.085923218,0.45,1.566433,1.5,0,0.351388989,0.1317
GUJ-9N8T-935139,1,1,1,0,1,0,1,0,1,1,38,2,16,8343,24047,15704,943396,4225,500000,180,450000,9120,7695.02002,31.99991691,49.00038219,49.56967613,53.00001272,53,0.473684211,1.5704,0.943396,5,0.912,0.769502002,0.4225
GUJ-VC8A-629824,1,1,0,0,0,1,1,1,0,1,38,4,1,6166,13991,7825,500000,0,300000,180,200000,18938,4617.009766,32.99985538,59.00331969,32.99985538,60,60,0.4,0.7825,0.5,3,1.8938,0.461700977,0
GUJ-6NJ1-794660,1,1,0,0,1,0,0,0,0,0,32,20,16,35364,61560,26196,1904762,0,800000,180,1100000,0,12312.03027,20.00004918,46.99965748,20.00004918,41.9999979,42,0.578947368,2.6196,1.904762,8,0,1.231203027,0
GUJ-A223-584752,1,1,0,0,1,0,1,0,0,1,34,30,4,16723,24823,8100,1315789,0,500000,180,800000,27242,7695.02002,30.99955694,95.00024715,30.99955694,38.00001368,38,0.615384615,0.81,1.315789,5,2.7242,0.769502002,0
GUJ-YH66-617185,1,1,0,0,0,1,1,0,0,0,41,8,2,8218,15040,6822,977273,0,430000,180,170000,0,6617.720215,44.0007993,97.00557336,44.0007993,43.99998772,72,0.283333333,0.6822,0.977273,4.3,0,0.661772021,0
GUJ-217Y-497473,1,1,1,0,1,0,1,0,1,0,34,1,12,9668,17955,8287,648148,3478,350000,180,231000,0,5386.52002,30.0001115,64.99963822,49.37076034,54.00001234,60,0.397590361,0.8287,0.648148,3.5,0,0.538652002,0.3478
GUJ-8H0A-980313,0,1,0,0,0,1,1,0,0,1,31,15,4,4974,10051,5077,551724,0,320000,180,230000,3300,4924.810059,48.99820972,97.00236475,48.99820972,58.0000145,58,0.418181818,0.5077,0.551724,3.2,0.33,0.492481006,0
GUJ-4SEP-612796,1,1,1,0,1,0,0,0,0,1,26,5,10,9918,29754,19836,840580,0,580000,180,261116,8158,8926.219727,30.0000663,45.00009945,30.0000663,68.99997621,69,0.310439939,1.9836,0.84058,5.8,0.8158,0.892621973,0
GUJ-Q67P-958539,1,1,0,0,0,1,1,0,0,0,49,11,21,7146,16156,9010,1176471,0,200000,84,948000,0,4685.189941,28.99969015,51.99988836,28.99969015,16.99999405,17,0.825783972,0.901,1.176471,2,0,0.468518994,0
